Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.881,0.0,0.02,1656.998,20.75,0.8953,0.0,0.0,Accelerating,1.0,20.0,0.12714672088623047,,,,,
26.606,6.953,184.962,69.312,20.87,3.3,38.5,100.0,Accelerating,1.0,20.0,0.8979001045227051,,,,,
,,,,,,,,,,,1.8767821788787842,1782.0,2.09982,2.234492,4.832,11.99
26.309,13.759,362.152,348.71,21.75,3.3,89.0,100.0,Accelerating,1.0,20.0,1.919172763824463,,,,,
,,,,,,,,,,,2.811889171600342,2720.0,10.374174,11.036902,4.959,60.81
26.259,14.371,377.12,784.689,22.87,2.5481,100.0,100.0,Accelerating,1.0,20.0,2.9117472171783447,,,,,
,,,,,,,,,,,3.7547857761383057,3658.0,17.28586,18.388930000000002,5.051,103.19
26.441,7.843,207.514,1052.613,21.75,1.9405,100.0,100.0,Accelerating,1.0,20.0,3.911141872406006,,,,,
,,,,,,,,,,,4.696416139602661,4596.0,22.103042,23.513554,5.102,133.29
26.788,0.274,0.02,1239.997,21.25,1.0371,60.0,0.0,Coasting,1.0,20.0,4.918642282485962,,,,,
,,,,,,,,,,,5.637015342712402,5533.0,22.670082,24.116919999999997,5.134,137.55
26.803,0.002,0.04,1242.455,21.0,0.8961,0.0,0.0,Coasting,1.0,20.0,5.920609474182129,,,,,
,,,,,,,,,,,6.567819833755493,6471.0,20.141438,21.427024,5.146,122.5
26.816,0.002,0.04,1242.547,20.87,0.8945,0.0,0.0,Coasting,1.0,20.0,6.927841901779175,,,,,
,,,,,,,,,,,7.508178472518921,7409.0,15.302106,16.279364,5.153,93.19
26.819,-0.002,0.04,1242.639,20.87,0.8937,0.0,0.0,Coasting,1.0,20.0,7.928280591964722,,,,,
,,,,,,,,,,,8.439034700393677,8347.0,10.201404,10.852613999999999,5.215,62.88
26.828,0.002,0.06,1242.732,20.87,0.8937,0.0,0.0,Coasting,1.0,20.0,8.936901092529297,,,,,
,,,,,,,,,,,9.386783599853516,9284.0,5.384222,5.72799,4.643,29.55
26.666,4.243,113.156,19.438,20.87,3.3,22.0,100.0,Accelerating,2.0,20.0,9.937106609344482,,,,,
