Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.85,0.005,0.12,0.0,21.0,0.8961,0.0,0.0,Accelerating,1.0,25.0,0.137434720993042,,,,,
26.397,11.304,298.39,128.456,21.5,3.3,47.0,100.0,Accelerating,1.0,25.0,1.0632925033569336,,,,,
,,,,,,,,,,,1.8729534149169922,1782.0,2.362962,2.513582,5.059,14.13
25.916,23.746,615.392,566.124,23.5,3.3,97.0,100.0,Accelerating,1.0,25.0,2.070141553878784,,,,,
,,,,,,,,,,,2.821387767791748,2720.0,12.510319999999998,13.308606000000001,5.155,76.23
26.425,8.174,215.982,926.239,22.37,1.9977,100.0,100.0,Accelerating,1.0,25.0,3.0710675716400146,,,,,
,,,,,,,,,,,3.7568533420562744,3658.0,20.686328,22.006467999999998,5.232,127.92
26.447,7.886,208.577,1156.401,21.87,1.7495,100.0,100.0,Accelerating,1.0,25.0,4.069032669067383,,,,,
,,,,,,,,,,,4.687778949737549,4595.0,22.670082,24.116919999999997,5.274,141.32
26.753,0.396,10.596,1309.263,21.5,0.9348,26.0,0.0,Coasting,1.0,25.0,5.080750465393066,,,,,
,,,,,,,,,,,5.63055944442749,5533.0,22.694889999999997,24.1435,5.299,142.14
26.775,-0.002,0.06,1309.893,21.25,0.8953,0.0,0.0,Coasting,1.0,25.0,6.085367918014526,,,,,
,,,,,,,,,,,6.570220708847046,6471.0,19.835767999999998,21.101861999999997,5.302,124.3
26.784,0.0,0.0,1309.97,21.12,0.8969,0.0,0.0,Coasting,1.0,25.0,7.087913274765015,,,,,
,,,,,,,,,,,7.503014087677002,7409.0,15.018585999999999,15.977238000000002,5.318,94.39
26.759,0.893,23.86,4.554,21.12,1.1274,23.0,100.0,Accelerating,2.0,25.0,8.09498381614685,,,,,
,,,,,,,,,,,8.447484731674194,8347.0,10.201404,10.852613999999999,5.337,64.35
26.078,17.642,460.469,276.58,22.5,3.3,73.0,100.0,Accelerating,2.0,25.0,9.089740514755249,,,,,
,,,,,,,,,,,9.381410121917725,9285.0,5.951262,6.33047,5.319,37.41
26.25,12.058,316.712,753.784,23.25,2.3394,100.0,100.0,Accelerating,2.0,25.0,10.095179796218872,,,,,
,,,,,,,,,,,10.321889638900757,10222.0,11.914927999999998,12.675116,5.342,75.22
26.369,8.894,255.125,1008.284,22.12,1.9768,100.0,100.0,Accelerating,2.0,25.0,11.108155012130737,,,,,
,,,,,,,,,,,11.261394023895264,11160.0,20.402808,21.705227999999998,5.383,129.82
26.397,7.973,210.535,1235.32,22.0,1.9889,100.0,100.0,Accelerating,2.0,25.0,12.106229305267334,,,,,
,,,,,,,,,,,12.19737195968628,12098.0,22.670082,24.116919999999997,5.413,145.03
26.731,-0.005,0.16,1271.908,21.37,0.8937,0.0,0.0,Coasting,2.0,25.0,13.112229585647583,,,,,
,,,,,,,,,,,13.140054941177368,13036.0,22.670082,24.116919999999997,5.425,145.37
,,,,,,,,,,,14.080997467041016,13974.0,19.835767999999998,21.101861999999997,5.422,127.11
26.744,-0.005,0.12,1271.992,21.37,0.8937,0.0,0.0,Coasting,2.0,25.0,14.121423482894897,,,,,
,,,,,,,,,,,15.010982513427734,14912.0,15.018585999999999,15.977238000000002,5.418,96.17
26.753,-0.007,0.201,0.008,21.25,0.8937,0.0,0.0,Accelerating,3.0,25.0,15.129355907440186,,,,,
,,,,,,,,,,,15.947258710861206,15850.0,9.634364,10.249248,5.479,62.39
26.3,11.278,319.25,102.075,21.75,3.3,49.5,100.0,Accelerating,3.0,25.0,16.134068965911865,,,,,
,,,,,,,,,,,16.886892795562744,16787.0,5.384222,5.72799,5.411,34.44
25.791,24.545,645.041,558.781,24.0,3.3,99.5,100.0,Accelerating,3.0,25.0,17.134023189544678,,,,,
,,,,,,,,,,,17.82432770729065,17725.0,11.914927999999998,12.675116,5.439,76.6
26.337,9.252,248.565,900.434,22.62,2.1363,99.5,100.0,Accelerating,3.0,25.0,18.13801908493042,,,,,
,,,,,,,,,,,18.767925262451172,18663.0,20.402808,21.705227999999998,5.474,131.99
26.356,8.333,219.617,1138.092,22.12,2.0477,100.0,100.0,Accelerating,3.0,25.0,19.14576745033264,,,,,
,,,,,,,,,,,19.707735300064087,19601.0,22.386561999999998,23.81568,5.497,145.46
26.687,0.341,9.083,1285.041,21.75,0.913,16.0,0.0,Coasting,3.0,25.0,20.145949602127075,,,,,
,,,,,,,,,,,20.642488479614258,20539.0,22.670082,24.116919999999997,5.511,147.68
26.716,0.007,0.16,1285.263,21.5,0.8953,0.0,0.0,Coasting,3.0,25.0,21.148589611053467,,,,,
,,,,,,,,,,,21.5825674533844,21477.0,19.835767999999998,21.101861999999997,5.5,128.96
26.728,0.002,0.06,1285.348,21.37,0.8945,0.0,0.0,Coasting,3.0,25.0,22.156116247177124,,,,,
,,,,,,,,,,,22.516271829605103,22414.0,15.018585999999999,15.977238000000002,5.5,97.63
26.7,0.905,24.135,5.914,21.37,1.2434,26.0,100.0,Accelerating,4.0,25.0,23.16225552558899,,,,,
,,,,,,,,,,,23.45292615890503,23351.0,9.634364,10.249248,5.561,63.33
26.006,18.718,486.789,312.207,22.87,3.3,76.0,100.0,Accelerating,4.0,25.0,24.166839361190796,,,,,
,,,,,,,,,,,24.39306402206421,24289.0,5.390424,5.734192,5.475,34.88
26.2,12.13,317.873,785.265,23.37,2.3056,100.0,100.0,Accelerating,4.0,25.0,25.166560173034668,,,,,
,,,,,,,,,,,25.328794956207275,25227.0,11.631408,12.37299,5.512,75.77
26.322,9.326,245.494,1038.413,22.37,2.0356,100.0,100.0,Accelerating,4.0,25.0,26.180092096328735,,,,,
