Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.731,-0.002,0.04,1387.991,20.62,0.8937,0.0,0.0,Accelerating,1.0,20.0,0.1265113353729248,,,,,
26.734,-0.002,0.06,1387.999,20.62,0.8953,0.0,0.0,Accelerating,1.0,20.0,0.1674787998199463,,,,,
26.731,0.0,0.02,0.0,20.62,0.8929,0.0,0.0,Accelerating,1.0,20.0,0.202653169631958,,,,,
26.728,0.086,2.293,0.061,20.62,1.0436,3.0,100.0,Accelerating,1.0,20.0,0.23482513427734375,,,,,
26.709,0.773,20.626,0.653,20.62,1.9977,8.5,100.0,Accelerating,1.0,20.0,0.30100202560424805,,,,,
26.659,2.006,53.501,4.539,20.62,2.7262,13.5,100.0,Accelerating,1.0,20.0,0.3936169147491455,,,,,
26.612,3.086,82.132,11.827,20.62,2.9503,19.0,100.0,Accelerating,1.0,20.0,0.49401307106018066,,,,,
26.556,4.783,127.038,22.917,20.62,3.3,24.0,100.0,Accelerating,1.0,20.0,0.5977311134338379,,,,,
26.513,6.041,160.103,37.517,20.62,3.3,29.5,100.0,Accelerating,1.0,20.0,0.7085468769073486,,,,,
26.466,7.097,187.802,55.135,20.75,3.3,34.5,100.0,Accelerating,1.0,20.0,0.8160803318023682,,,,,
26.425,7.906,207.817,76.247,20.75,3.3,40.0,100.0,Accelerating,1.0,20.0,0.9144275188446045,,,,,
26.388,9.024,238.129,99.425,20.87,3.3,45.0,100.0,Accelerating,1.0,20.0,1.0201056003570557,,,,,
26.35,9.854,259.642,124.646,20.87,3.2718,50.5,100.0,Accelerating,1.0,20.0,1.1212584972381592,,,,,
26.306,10.956,288.194,153.108,21.0,3.3,55.5,100.0,Accelerating,1.0,20.0,1.2328290939331055,,,,,
26.272,11.854,311.34,184.143,21.12,3.3,60.5,100.0,Accelerating,1.0,20.0,1.3371946811676025,,,,,
26.231,12.893,338.156,217.958,21.25,3.3,66.0,100.0,Accelerating,1.0,20.0,1.4402925968170166,,,,,
26.184,13.774,363.902,254.6,21.37,3.3,71.0,100.0,Accelerating,1.0,20.0,1.542086124420166,,,,,
26.134,15.283,399.392,294.551,21.62,3.3,76.5,100.0,Accelerating,1.0,20.0,1.645885705947876,,,,,
26.097,16.31,416.666,337.49,21.87,3.3,81.5,100.0,Accelerating,1.0,20.0,1.7499041557312012,,,,,
26.062,17.544,457.122,383.816,22.0,3.3,87.0,100.0,Accelerating,1.0,20.0,1.853646993637085,,,,,
,,,,,,,,,,,1.8757939338684082,1783.0,3.1497299999999995,3.350852,2.05,7.63
26.031,18.098,459.887,432.707,22.25,3.3,92.0,100.0,Accelerating,1.0,20.0,1.9594686031341553,,,,,
25.944,19.973,518.184,483.694,22.5,3.3,97.0,100.0,Accelerating,1.0,20.0,2.062065839767456,,,,,
26.112,15.062,393.281,529.06,22.5,2.9728,97.0,100.0,Accelerating,1.0,20.0,2.1666042804718018,,,,,
26.128,15.007,392.089,570.893,22.37,2.6859,100.0,100.0,Accelerating,1.0,20.0,2.2672722339630127,,,,,
26.203,11.878,311.659,607.427,22.25,2.3273,100.0,100.0,Accelerating,1.0,20.0,2.3710999488830566,,,,,
26.291,10.135,266.471,637.763,22.12,2.1347,100.0,100.0,Accelerating,1.0,20.0,2.4822351932525635,,,,,
26.356,8.861,233.404,663.099,21.87,1.8478,100.0,100.0,Accelerating,1.0,20.0,2.5838794708251953,,,,,
