SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,28.425,-0.002742857142857143,0.09422857142857143,0.4454,22.12,0.22525714285714285,7,0.0,0.0,0.0,0.0,2
1.0,1.0,28.4238375,0.0252,0.727125,3.6019,22.12,0.3895125,8,0.0,0.0,-0.002,0.0,2
2.0,2.0,28.418400000000002,0.08700000000000001,2.464125,12.1037,22.12,0.5758,8,0.0,0.0,0.985,0.0,2
3.0,3.0,28.410175000000002,0.1764,5.0171624999999995,23.8694,22.12,0.748625,8,0.0,0.0,2.186,0.0,2
4.0,4.0,28.3988375,0.2928,8.265475,40.3507,22.12,0.9250125,8,0.0,0.0,3.694,0.0,2
5.0,5.0,28.3812875,0.4776,13.5752875,65.6486,22.12,1.17585,8,0.0,0.0,5.2225,0.0,2
6.0,6.0,28.3613375,0.6696,18.925150000000002,93.1968,22.13625,1.353225,8,0.0,0.0,6.246,0.0,2
7.0,7.0,28.356675000000003,0.6834,19.2702625,99.7478,22.16875,1.1871375,8,4.800000000000001,5.1,5.3395,2.665,2
8.0,8.0,28.34062857142857,0.8214857142857143,23.18997142857143,108.5184,22.25,1.2021142857142857,7,9.605,10.215,5.480499999999999,5.51,2
9.0,9.0,28.3288875,0.9123,25.8333,121.4746,22.25,1.2049625,8,12.8,13.614999999999998,5.391,7.225,2
10.0,10.0,28.3175875,0.9969,28.336312500000002,135.0221,22.265,1.1750375,8,14.39,15.31,5.4254999999999995,8.2,2
11.0,11.0,28.307000000000002,1.0866,30.7773,148.823,22.37,1.1455375,8,19.19,20.41,5.356999999999999,10.765,2
12.0,12.0,28.2937625,1.1901,34.0114875,163.7146,22.37,1.1507625,8,22.39,23.82,5.4335,12.74,2
13.0,13.0,28.2781375,1.3146,37.459025,179.6582,22.38625,1.17,8,23.990000000000002,25.52,5.3735,13.49,2
14.0,14.0,28.264049999999997,1.4445,41.2134625,197.0918,22.5,1.1848125,8,27.205,28.939999999999998,5.365,15.285,2
15.0,15.0,28.2515875,1.5171000000000001,42.8664625,213.4118,22.5,1.16235,8,28.805,30.64,5.383,16.235,2
20.0,20.0,28.19845,2.079,58.617850000000004,294.2131,22.5,1.1704125,8,44.805,47.665,5.32,24.955,2
25.0,25.0,28.140171428571428,2.624228571428571,73.60325714285715,354.5856,22.62,1.1864571428571427,7,59.17,62.95,5.3345,33.055,2
30.0,30.0,28.0866,3.1409142857142855,88.21732857142857,429.5962,22.62,1.1847285714285716,7,73.56,78.26,5.3535,41.235,2
35.0,35.0,28.0289,3.6507,102.3182375,503.1552,22.75,1.1939,8,87.955,93.57,5.4055,49.790000000000006,2
40.0,40.0,27.959374999999998,4.2546,118.5843,578.1888,22.87,1.23065,8,104.005,110.64,5.447,59.325,2
45.0,45.0,27.9093875,4.6098,128.3414875,651.2333,23.0,1.1987125,8,118.34,125.89,5.4735,67.82499999999999,2
50.0,50.0,27.84805,5.1681,143.5432875,722.9338,23.015,1.2320625,8,134.33,142.9,5.538,77.905,2
55.0,55.0,27.7890625,5.6268,156.8538625,791.2781,23.12,1.2342875,8,147.12,156.515,5.6025,86.32,2
