SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,27.789050000000003,0.0021,0.067425,0.4454,21.87,0.225625,8,0.0,0.0,0.0,0.0,2
1.0,1.0,27.786725,0.0243,0.7188,3.0336,21.87,0.3418875,8,0.0,0.0,-0.0115,0.0,2
2.0,2.0,27.7816875,0.0795,2.15375,10.2758,21.87,0.531175,8,0.0,0.0,1.0354999999999999,0.0,2
3.0,3.0,27.7738375,0.16140000000000002,4.5215875,21.8726,21.87,0.6987625,8,0.0,0.0,2.2815,0.0,2
4.0,4.0,27.761725,0.27749999999999997,7.70155,37.4323,21.87,0.87385,8,0.0,0.0,3.6275,0.0,2
5.0,5.0,27.7437125,0.4602,12.7425625,62.5152,21.87,1.1218625,8,0.0,0.0,5.178,0.0,2
6.0,6.0,27.724225,0.6405,17.762275,86.3693,21.9675,1.3087875,8,0.0,0.0,6.667,0.0,2
7.0,7.0,27.6980625,0.8979,24.77195,122.4269,22.0,1.5542,8,0.0,0.0,8.225000000000001,0.0,2
8.0,8.0,27.669228571428572,1.1605714285714286,31.948985714285715,152.0026,22.0,1.7538857142857143,7,0.0,0.0,9.471499999999999,0.0,2
9.0,9.0,27.642924999999998,1.3716,37.9939125,181.5782,22.015,1.8518875,8,0.0,0.0,10.615,0.0,2
10.0,10.0,27.609375,1.6803,46.2999625,214.6483,22.12,2.0336875,8,3.2,3.4,11.5415,3.865,2
11.0,11.0,27.5816375,1.8966,52.3068625,249.9072,22.185000000000002,2.0542375,8,4.800000000000001,5.105,11.530000000000001,5.77,2
12.0,12.0,27.5625,2.0556,56.0750875,268.5696,22.25,2.036825,8,8.0,8.505,11.431999999999999,9.54,2
13.0,13.0,27.5418125,2.1353999999999997,58.8072625,293.4144,22.37,1.9833125,8,11.195,11.91,11.3745,13.355,2
14.0,14.0,27.5156375,2.3502,64.663925,321.5846,22.48375,1.995925,8,12.79,13.61,11.5085,15.415,2
15.0,15.0,27.4898375,2.5803000000000003,70.928325,345.8074,22.5,2.011625,8,15.99,17.01,11.612,19.493333333333336,3
20.0,20.0,27.39765,3.4196999999999997,93.9711625,472.6886,22.6525,2.0149624999999998,8,30.384999999999998,32.32,11.6745,37.165,2
25.0,25.0,27.2980625,4.3944,119.4511125,597.527,22.87,2.058675,8,43.155,45.905,11.695,52.855000000000004,2
30.0,30.0,27.19777142857143,5.201485714285715,141.56078571428571,684.4416,23.017142857142858,2.0414714285714286,7,57.57,61.245000000000005,11.811499999999999,71.21000000000001,2
35.0,35.0,27.093362499999998,6.1221,166.0497125,808.3738,23.25,2.0734,8,70.325,74.81,11.907499999999999,87.69,2
40.0,40.0,26.97735,7.1184,191.80577499999998,927.936,23.48375,2.0932125,8,84.22666666666667,89.59666666666665,12.025666666666666,106.06666666666666,3
45.0,45.0,26.8613375,8.0625,217.18110000000001,1049.5642,23.75,2.1458,8,99.15,105.48,12.158999999999999,126.245,2
50.0,50.0,26.7554625,8.8161,236.72128750000002,1169.111,24.0,2.1342250000000003,8,111.94,119.09,12.2675,143.805,2
55.0,55.0,26.62695,9.8613,262.6266,1288.8806,24.37,2.18065,8,124.74,132.7,12.439499999999999,162.485,2
60.0,60.0,26.521875,10.692,283.5029125,1415.4163,24.70125,2.1996875,8,137.53,146.31,12.602,181.49,2
65.0,65.0,26.388675,11.7105,309.97896249999997,1543.8874,25.03,2.239375,8,150.42999999999998,160.03666666666666,12.807333333333332,201.76,3
70.0,70.0,26.264049999999997,12.7827,335.9672375,1679.3779,25.4675,2.2946125,8,163.12,173.53,13.062000000000001,223.115,2
75.0,75.0,26.145999999999997,13.7448,359.3588571428572,1723.2307,25.944285714285716,2.3369714285714287,7,174.31,185.435,13.3215,243.16,2
80.0,80.0,26.0285375,14.9001,387.4098125,1866.4474,26.41875,2.40055,8,187.20999999999998,199.16,13.7125,268.83500000000004,2
85.0,85.0,25.9128875,15.8886,411.8381375,2027.497,27.045,2.4419750000000002,8,198.405,211.07,14.121,293.395,2
86.0,86.0,25.8168,16.8999,435.0351,2095.1501,27.4675,2.5831749999999998,8,199.43666666666664,212.16666666666666,14.538666666666666,303.63666666666666,3
89.0,89.0,25.7172,17.6832,454.990925,2238.3283,28.045,2.6406,8,204.805,217.88,14.9945,321.59000000000003,2
92.0,92.0,25.616025,18.801,481.7595625,2387.8656,28.685000000000002,2.733375,8,212.69,226.265,15.413499999999999,343.29999999999995,2
95.0,95.0,25.523185714285713,19.827771428571427,504.55618571428573,2413.2019,29.352857142857143,2.8228,7,216.125,229.92000000000002,15.9195,360.305,2
98.0,98.0,25.408974999999998,20.9193,533.4050375,2556.1498,30.105,2.9172000000000002,8,222.285,236.47,16.2875,379.13,2
99.8,99.8,25.33985,21.5793,546.7551,2666.5958,30.78,3.01875,8,227.08,241.58,16.540666666666667,393.33666666666664,3
