Host_Timestamp,Timestamp_ms,SetDutyCycle,InAveragingWindow,MeasuredDutyCycle,TargetDutyCycle,Voltage,Current,Power,Energy,Temperature,MotorCurrent
1772112987.7543588,31951.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.1133,1285.2787,24.37,0.2289
1772112987.9677954,32207.0,0.0,False,0.0,0.0,27.4125,0.0024,0.1603,0.0154,24.37,0.224
1772112988.223306,32462.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.0984,0.0384,24.37,0.2216
1772112988.4804575,32716.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.0778,0.0614,24.37,0.2256
1772112988.7357545,32971.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.0571,0.0845,24.37,0.2281
1772112988.9934256,33226.0,0.0,False,0.0,0.0,27.4125,-0.0048,0.1397,0.1075,24.37,0.2256
1772112989.2386906,33480.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.037,0.1306,24.37,0.2264
1772112989.5046687,33736.0,0.0,False,0.0,0.0,27.4156,-0.0072,0.1805,0.1536,24.37,0.2256
1772112989.749422,33990.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.0571,0.1766,24.37,0.2273
1772112990.0041826,34244.0,0.0,False,0.0,0.0,27.4125,0.0,0.0163,0.1997,24.37,0.2264
1772112990.2585104,34498.0,0.0,False,0.0,0.0,27.4125,-0.0072,0.2011,0.2227,24.37,0.2264
1772112990.5137622,34754.0,0.0,False,0.0,0.0,27.4125,-0.0024,0.0778,0.2381,24.37,0.2313
1772112990.7688954,35010.0,0.0,True,0.0,0.0,27.4125,-0.0024,0.0778,0.2611,24.37,0.2264
1772112991.0259948,35266.0,0.0,True,0.0,0.0,27.4125,-0.0072,0.2218,0.2918,24.37,0.2248
1772112991.286541,35521.0,0.0,True,0.0,0.0,27.4156,0.0,0.0,0.3072,24.37,0.2248
1772112991.535891,35776.0,0.0,True,0.0,0.0,27.4125,0.0024,0.037,0.3302,24.37,0.2248
1772112991.790695,36030.0,0.0,True,0.0,0.0,27.4125,0.0,0.0984,0.3533,24.37,0.2248
1772112992.0501685,36286.0,0.0,True,0.0,0.0,27.4125,-0.0024,0.0984,0.3763,24.37,0.2264
1772112992.3054175,36540.0,0.0,True,0.0,0.0,27.4125,-0.0024,0.037,0.3994,24.37,0.2264
1772112992.5609853,36794.0,0.0,True,0.0,0.0,27.4125,-0.0024,0.0571,0.4224,24.25,0.2281
