Host_Timestamp,Timestamp_ms,SetDutyCycle,InAveragingWindow,MeasuredDutyCycle,TargetDutyCycle,Voltage,Current,Power,Energy,Temperature,MotorCurrent
1772112089.7747307,66941.0,0.0,False,0.0,0.0,27.9344,-0.0024,0.1003,0.0077,23.37,0.2031
1772112090.0242455,67195.0,0.0,False,0.0,0.0,27.9344,-0.0024,0.1214,0.023,23.37,0.2023
1772112090.280187,67449.0,0.0,False,0.0,0.0,27.9375,0.0024,0.0586,0.0461,23.37,0.1999
1772112090.5366352,67704.0,0.0,False,0.0,0.0,27.9344,0.0,0.0163,0.0691,23.37,0.1958
1772112090.7827566,67958.0,0.0,False,0.0,0.0,27.9375,-0.0024,0.1003,0.0922,23.37,0.2031
1772112091.0413702,68212.0,0.0,False,0.0,0.0,27.9344,-0.0096,0.3096,0.1152,23.37,0.2039
1772112091.2975628,68466.0,0.0,False,0.0,0.0,27.9344,0.0048,0.1214,0.1382,23.5,0.2023
1772112091.5513015,68720.0,0.0,False,0.0,0.0,27.9375,0.0048,0.1632,0.1613,23.37,0.2007
1772112091.8088949,68975.0,0.0,False,0.0,0.0,27.9375,-0.0024,0.289,0.1843,23.37,0.2176
1772112092.0550478,69230.0,0.0,False,0.0,0.0,27.9375,-0.0048,0.1421,0.215,23.37,0.2039
1772112092.3153706,69485.0,0.0,False,0.0,0.0,27.9375,-0.0048,0.0792,0.2304,23.37,0.2023
1772112092.5636544,69739.0,0.0,False,0.0,0.0,27.9344,0.0024,0.0792,0.2534,23.37,0.1999
1772112092.8227534,69995.0,0.0,True,0.0,0.0,27.9375,0.0024,0.205,0.2765,23.37,0.2007
1772112093.0809648,70249.0,0.0,True,0.0,0.0,27.9344,-0.0048,0.1214,0.2995,23.37,0.2023
1772112093.3312283,70504.0,0.0,True,0.0,0.0,27.9375,-0.0048,0.1421,0.3226,23.37,0.2023
1772112093.5846446,70758.0,0.0,True,0.0,0.0,27.9344,-0.0048,0.1421,0.3533,23.37,0.2007
1772112093.8441827,71012.0,0.0,True,0.0,0.0,27.9375,-0.0024,0.1003,0.3686,23.37,0.2007
1772112094.0902667,71266.0,0.0,True,0.0,0.0,27.9344,-0.0072,0.1843,0.3917,23.37,0.2023
1772112094.348673,71521.0,0.0,True,0.0,0.0,27.9344,0.0,0.0163,0.4147,23.37,0.2039
1772112094.6033368,71775.0,0.0,True,0.0,0.0,27.9375,0.0,0.0792,0.4454,23.37,0.2007
1772112094.8569605,72029.0,1.0,False,1.0,1.0,27.9344,0.0264,0.7286,0.0922,23.37,0.3312
1772112095.1126053,72283.0,1.0,False,1.0,1.0,27.9375,0.0192,0.5405,0.2688,23.37,0.3264
1772112095.3733594,72537.0,1.0,False,1.0,1.0,27.9375,0.0288,0.8126,0.4531,23.37,0.3288
1772112095.6159298,72793.0,1.0,False,1.0,1.0,27.9344,0.0288,0.8126,0.6374,23.37,0.3054
1772112095.8707707,73047.0,1.0,False,1.0,1.0,27.9344,0.036,1.0013,0.8218,23.37,0.3304
1772112096.129601,73302.0,1.0,False,1.0,1.0,27.9344,0.024,0.6658,1.0061,23.37,0.3304
1772112096.3864865,73556.0,1.0,False,1.0,1.0,27.9344,0.0264,0.7286,1.1904,23.37,0.3409
1772112096.641946,73810.0,1.0,False,1.0,1.0,27.9312,0.0288,0.8126,1.3824,23.37,0.3393
1772112096.88958,74064.0,1.0,False,1.0,1.0,27.9344,0.0264,0.708,1.5744,23.37,0.3296
1772112097.1457162,74318.0,1.0,False,1.0,1.0,27.9344,0.0288,0.6869,1.7664,23.37,0.3393
1772112097.4058309,74572.0,1.0,False,1.0,1.0,27.9344,0.036,1.0013,1.9584,23.37,0.3377
