SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,27.5730625,-0.0024000000000000002,0.1455625,0.4531,23.87,0.22765,8,0.0,0.0,0.0005,0.0,2
1.0,1.0,27.5719,0.0252,0.6598875,3.3485,23.87,0.3317,8,0.0,0.0,-0.002,0.0,2
2.0,2.0,27.567999999999998,0.0801,2.2012125,10.5139,23.87,0.5376125,8,0.0,0.0,1.6709999999999998,0.0,2
3.0,3.0,27.56405,0.144,3.996175,20.0371,23.87,0.635625,8,0.0,0.0,2.329,0.0,2
4.0,4.0,27.553542857142855,0.2705142857142857,7.436685714285715,34.8672,23.87,0.8589428571428571,7,0.0,0.0,3.9025,0.0,2
5.0,5.0,27.543,0.3774,10.489912499999999,50.1504,23.87,0.9891,8,0.0,0.0,4.667999999999999,0.0,2
6.0,6.0,27.525,0.5712,15.6730125,75.6326,23.87,1.2053625,8,0.0,0.0,5.8765,0.0,2
7.0,7.0,27.506275,0.786,21.651425,104.9856,23.87,1.4147874999999999,8,0.0,0.0,7.4655000000000005,0.0,2
8.0,8.0,27.506275,0.7377,20.5475375,100.1165,23.91875,1.1635625,8,8.0,8.51,5.7735,4.83,2
9.0,9.0,27.4996125,0.8076,22.2384625,111.4522,24.0,1.112075,8,11.195,11.91,5.7255,6.705,2
10.0,10.0,27.4878875,0.9171,25.208,124.4698,24.0,1.137875,8,14.39,15.31,5.6925,8.58,2
11.0,11.0,27.47677142857143,1.0117714285714285,27.828757142857143,130.5754,24.0,1.1324571428571428,7,15.99,17.01,5.683,9.515,2
12.0,12.0,27.4675875,1.0893,30.0762,143.0861,24.0,1.12165,8,19.200000000000003,20.425,5.5975,11.254999999999999,2
13.0,13.0,27.457012499999998,1.1505,31.5792,157.3094,24.045,1.1082625,8,22.39,23.82,5.5809999999999995,13.085,2
14.0,14.0,27.4480625,1.2567,34.5225375,169.0829,24.12,1.0980875,8,25.6,27.235,5.559,14.905000000000001,2
15.0,15.0,27.4343875,1.3611,37.575725,183.1219,24.12,1.10615,8,27.189999999999998,28.92,5.561,15.834999999999999,2
20.0,20.0,27.392575,1.8288,50.029225,252.6413,24.13625,1.092025,8,43.18,45.93,5.457,24.674999999999997,2
25.0,25.0,27.345325000000003,2.3133,63.5512125,318.3206,24.25,1.1083625000000001,8,59.17,62.94500000000001,5.4415,33.715,2
30.0,30.0,27.2961125,2.7681,75.60005,385.7664,24.25,1.130025,8,73.56,78.26,5.44,41.91,2
35.0,35.0,27.2488375,3.2424,88.3565875,449.2339,24.37,1.1199375,8,87.955,93.57,5.4445,50.144999999999996,2
40.0,40.0,27.198825,3.6723,100.0584625,515.1898,24.37,1.1188125,8,102.35,108.88,5.4755,58.685,2
45.0,45.0,27.146414285714286,4.1814857142857145,113.49935714285714,549.719,24.5,1.1450285714285715,7,116.74000000000001,124.19,5.504,67.285,2
50.0,50.0,27.095542857142856,4.661485714285715,126.21065714285714,614.0467,24.5,1.1502,7,131.13,139.5,5.532,75.97,2
55.0,55.0,27.0511625,5.0199,136.1203875,676.393,24.62,1.158625,8,145.61,154.9,5.5760000000000005,85.02000000000001,2
60.0,60.0,27.0000125,5.4825,148.166525,736.9882,24.75,1.1664875,8,159.92,170.12,5.6240000000000006,94.18,2
65.0,65.0,26.95235,5.8347,157.65895,797.6602,24.765,1.1772624999999999,8,174.31,185.435,5.686,103.78999999999999,2
70.0,70.0,26.896475,6.297,170.46359999999999,856.8576,24.87,1.1941,8,188.7,200.75,5.7395,113.41499999999999,2
75.0,75.0,26.85195,6.7395,180.2596875,919.0886,25.0,1.1974,8,203.095,216.06,5.8045,123.44999999999999,2
80.0,80.0,26.7836125,7.3092,195.5079,979.6531,25.105,1.2351875,8,217.49,231.37,5.880000000000001,133.915,2
85.0,85.0,26.7453125,7.6425,205.506825,1049.0035,25.2175,1.2369,8,230.28,244.98,5.959,143.7,2
86.0,86.0,26.723242857142857,7.6872,205.4498,994.0685,25.25,1.2428571428571427,7,233.48,248.38,6.022333333333333,147.24333333333334,3
89.0,89.0,26.6777375,8.110199999999999,217.707775,1051.3766,25.37,1.2786,8,241.475,256.89,6.0905000000000005,154.015,2
92.0,92.0,26.633975,8.4975,227.14325,1098.1939,25.5,1.28745,8,249.47,265.39,6.168,161.15,2
95.0,95.0,26.596875,8.7597,229.9288125,1148.9126,25.62,1.3215000000000001,8,257.61,274.04999999999995,6.2515,168.635,2
98.0,98.0,26.560950000000002,9.0447,240.5968375,1200.9293,25.75,1.2964,8,267.20500000000004,284.265,6.314,176.68,2
99.8,99.8,26.5085875,9.5019,250.71985,1239.3293,25.87,1.313125,8,270.69666666666666,287.9733333333333,6.4303333333333335,182.27999999999997,3
