CH_4_s,CH_4_mv,
-0.000132176,-254.000,
-0.000132168,-254.000,
-0.000132160,-254.000,
-0.000132152,-254.000,
-0.000132144,-254.000,
-0.000132136,-254.000,
-0.000132128,-254.000,
-0.000132120,-254.000,
-0.000132112,-254.000,
-0.000132104,-254.000,
-0.000132096,-254.000,
-0.000132088,-254.000,
-0.000132080,-254.000,
-0.000132072,-254.000,
-0.000132064,-254.000,
-0.000132056,-254.000,
-0.000132048,-254.000,
-0.000132040,-254.000,
-0.000132032,-254.000,
-0.000132024,-254.000,
-0.000132016,-254.000,
-0.000132008,-254.000,
-0.000132000,-254.000,
-0.000131992,-254.000,
-0.000131984,-254.000,
-0.000131976,-254.000,
-0.000131968,-254.000,
-0.000131960,-254.000,
-0.000131952,-254.000,
-0.000131944,-254.000,
-0.000131936,-254.000,
-0.000131928,-254.000,
-0.000131920,-254.000,
-0.000131912,-254.000,
-0.000131904,-254.000,
-0.000131896,-254.000,
-0.000131888,-254.000,
-0.000131880,-254.000,
-0.000131872,-254.000,
-0.000131864,-254.000,
-0.000131856,-254.000,
-0.000131848,-254.000,
-0.000131840,-254.000,
-0.000131832,-254.000,
-0.000131824,-254.000,
-0.000131816,-254.000,
-0.000131808,-254.000,
-0.000131800,-254.000,
-0.000131792,-254.000,
-0.000131784,-254.000,
-0.000131776,-254.000,
-0.000131768,-254.000,
-0.000131760,-254.000,
-0.000131752,-254.000,
-0.000131744,-254.000,
-0.000131736,-254.000,
-0.000131728,-254.000,
-0.000131720,-254.000,
-0.000131712,-254.000,
-0.000131704,-254.000,
-0.000131696,-254.000,
-0.000131688,-254.000,
-0.000131680,-254.000,
-0.000131672,-254.000,
-0.000131664,-254.000,
-0.000131656,-254.000,
-0.000131648,-254.000,
-0.000131640,-254.000,
-0.000131632,-254.000,
-0.000131624,-254.000,
-0.000131616,-254.000,
-0.000131608,-254.000,
-0.000131600,-254.000,
-0.000131592,-254.000,
-0.000131584,-254.000,
-0.000131576,-254.000,
-0.000131568,-254.000,
-0.000131560,-254.000,
-0.000131552,-254.000,
-0.000131544,-254.000,
-0.000131536,-254.000,
-0.000131528,-254.000,
-0.000131520,-254.000,
-0.000131512,-254.000,
-0.000131504,-254.000,
-0.000131496,-254.000,
-0.000131488,-254.000,
-0.000131480,-254.000,
-0.000131472,-254.000,
-0.000131464,-254.000,
-0.000131456,-254.000,
-0.000131448,-254.000,
