Voltage,Current,Power,Energy,Temperature,MotorVoltage,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,WheelSpeed,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
28.341,0.072,2.091,3185.871,17.62,0.204,3.8644,0.0,0.0,0.0,Accelerating,1.0,20.0,0.11863899230957031,,,,,
28.341,0.067,1.904,3186.086,17.62,0.174,3.8529,0.0,0.0,0.0,Accelerating,1.0,20.0,0.21995139122009277,,,,,
28.341,0.07,1.964,3186.301,17.62,0.174,3.8644,0.0,0.0,0.0,Accelerating,1.0,20.0,0.24214887619018555,,,,,
28.341,0.067,1.883,0.169,17.62,0.279,3.8644,0.0,0.0,0.0,Accelerating,1.0,20.0,0.29845643043518066,,,,,
28.328,0.329,9.306,0.737,17.62,2.707,5.7497,9.0,100.0,0.0,Accelerating,1.0,20.0,0.3592236042022705,,,,,
28.256,2.093,56.101,5.384,17.62,4.521,18.3722,20.0,100.0,0.0,Accelerating,1.0,20.0,0.389859676361084,,,,,
28.234,2.616,74.396,12.618,17.62,6.049,18.1537,30.0,100.0,0.0,Accelerating,1.0,20.0,0.4437415599822998,,,,,
28.209,3.187,89.914,21.243,17.62,6.994,18.3722,41.0,100.0,0.0,Accelerating,1.0,20.0,0.5456078052520752,,,,,
28.187,3.593,101.272,31.496,17.62,7.863,18.1078,51.0,100.0,0.0,Accelerating,1.0,20.0,0.6370441913604736,,,,,
28.156,4.301,121.074,43.707,17.62,7.578,18.4009,62.0,100.0,0.0,Accelerating,1.0,20.0,0.7570099830627441,,,,,
28.128,4.968,137.961,57.554,17.62,10.216,18.6251,73.0,100.0,0.0,Accelerating,1.0,20.0,0.8458316326141357,,,,,
28.116,5.249,147.551,72.96,17.75,9.302,18.1595,83.0,100.0,0.0,Accelerating,1.0,20.0,0.9538369178771973,,,,,
28.075,5.981,167.886,89.487,17.75,13.094,19.2688,94.0,100.0,0.0,Accelerating,1.0,20.0,1.0628595352172852,,,,,
28.059,6.19,173.733,107.981,17.75,14.503,17.464,100.0,100.0,0.0,Accelerating,1.0,20.0,1.1633343696594238,,,,,
28.028,6.974,189.216,128.509,17.75,12.734,16.8892,100.0,100.0,0.0,Accelerating,1.0,20.0,1.2737152576446533,,,,,
27.997,7.531,210.816,149.591,17.87,12.615,17.8261,100.0,100.0,0.0,Accelerating,1.0,20.0,1.3797287940979004,,,,,
27.991,7.937,222.072,172.977,17.87,11.715,17.2801,100.0,100.0,0.0,Accelerating,1.0,20.0,1.4918262958526611,,,,,
27.959,8.506,237.744,198.006,18.0,13.274,16.027,100.0,100.0,0.0,Accelerating,1.0,20.0,1.5899999141693115,,,,,
27.931,9.24,258.081,223.273,18.0,18.16,17.9928,100.0,100.0,0.0,Accelerating,1.0,20.0,1.70149564743042,,,,,
,,,,,,,,,,,,,1.7783417701721191,1782.0,1.312166,1.396336,4.511,7.0
27.903,9.432,263.195,250.821,18.12,14.518,17.1881,100.0,100.0,0.0,Accelerating,1.0,20.0,1.8313448429107666,,,,,
27.9,9.593,267.595,279.391,18.12,14.998,17.0961,100.0,100.0,0.0,Accelerating,1.0,20.0,1.9094767570495605,,,,,
27.862,10.322,287.583,308.298,18.25,19.794,16.8145,100.0,100.0,0.0,Accelerating,1.0,20.0,2.0190014839172363,,,,,
27.856,10.538,293.585,338.243,18.25,17.051,17.0674,100.0,100.0,0.0,Accelerating,1.0,20.0,2.1249847412109375,,,,,
27.841,10.8,300.611,370.56,18.25,19.569,17.5387,100.0,100.0,6.359,Accelerating,1.0,20.0,2.226656913757324,,,,,
27.828,11.071,308.028,403.123,18.37,20.349,16.3489,100.0,100.0,6.359,Accelerating,1.0,20.0,2.3413522243499756,,,,,
27.828,11.309,314.724,435.21,18.37,19.854,17.5904,100.0,100.0,6.359,Accelerating,1.0,20.0,2.4371893405914307,,,,,
27.809,11.551,321.336,468.933,18.5,17.231,15.5269,100.0,100.0,6.359,Accelerating,1.0,20.0,2.5473294258117676,,,,,
