Voltage,Current,Power,Energy,Temperature,MotorVoltage,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,WheelSpeed,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
27.1,0.084,2.26,3155.336,18.62,0.189,0.5826,0.0,0.0,0.0,Accelerating,1.0,20.0,0.11707019805908203,,,,,
27.1,0.079,1.833,3155.543,18.62,0.294,0.5842,0.0,0.0,0.0,Accelerating,1.0,20.0,0.26383090019226074,,,,,
27.1,0.06,1.654,3155.75,18.62,0.174,0.5923,0.0,0.0,0.0,Accelerating,1.0,20.0,0.2838139533996582,,,,,
27.1,0.082,2.199,0.131,18.5,0.264,0.5875,0.0,0.0,0.0,Accelerating,1.0,20.0,0.3357813358306885,,,,,
27.094,0.293,7.949,0.476,18.62,1.613,0.7124,6.0,100.0,0.0,Accelerating,1.0,20.0,0.37238073348999023,,,,,
27.025,2.062,53.258,3.218,18.5,4.101,2.5457,17.0,100.0,0.0,Accelerating,1.0,20.0,0.4113881587982178,,,,,
26.984,2.83,76.367,9.976,18.62,6.499,2.6424,27.0,100.0,0.0,Accelerating,1.0,20.0,0.43869543075561523,,,,,
26.962,3.276,88.308,18.831,18.62,7.069,2.5248,38.0,100.0,0.0,Accelerating,1.0,20.0,0.5368773937225342,,,,,
26.922,4.262,114.762,30.19,18.62,7.728,2.4716,48.0,100.0,0.0,Accelerating,1.0,20.0,0.6626839637756348,,,,,
26.888,4.762,128.084,43.392,18.62,8.358,2.5908,59.0,100.0,0.0,Accelerating,1.0,20.0,0.7335131168365479,,,,,
26.856,5.664,152.129,58.629,18.75,10.351,2.6473,69.0,100.0,0.0,Accelerating,1.0,20.0,0.8565711975097656,,,,,
26.812,7.099,190.281,76.6,18.75,12.839,2.6489,80.0,100.0,0.0,Accelerating,1.0,20.0,0.9581711292266846,,,,,
26.791,7.524,201.54,96.599,18.75,14.248,2.6763,91.0,100.0,0.0,Accelerating,1.0,20.0,1.0852444171905518,,,,,
26.769,7.764,207.813,118.364,18.87,16.766,2.47,100.0,100.0,0.0,Accelerating,1.0,20.0,1.1645772457122803,,,,,
26.728,8.508,228.72,142.218,18.87,16.662,2.7021,100.0,100.0,0.0,Accelerating,1.0,20.0,1.263908863067627,,,,,
26.709,9.274,247.521,167.04,19.0,15.432,2.4587,100.0,100.0,0.0,Accelerating,1.0,20.0,1.3850295543670654,,,,,
26.681,9.542,254.568,193.436,19.0,16.931,2.5554,100.0,100.0,0.0,Accelerating,1.0,20.0,1.4626109600067139,,,,,
26.647,10.248,273.073,222.098,19.12,16.871,2.4966,100.0,100.0,3.886,Accelerating,1.0,20.0,1.5657827854156494,,,,,
26.631,10.927,290.958,252.488,19.25,19.944,2.5667,100.0,100.0,3.886,Accelerating,1.0,20.0,1.6770033836364746,,,,,
26.625,10.98,292.296,283.753,19.25,20.708,2.0864,100.0,100.0,3.886,Accelerating,1.0,20.0,1.800428867340088,,,,,
,,,,,,,,,,,,,1.8034770488739014,1782.0,0.262256,0.27909,1.971,0.61
26.609,11.078,294.771,314.573,19.25,19.629,2.4361,100.0,100.0,3.886,Accelerating,1.0,20.0,1.9388387203216553,,,,,
26.603,11.251,299.299,346.737,19.37,20.768,2.2532,100.0,100.0,3.886,Accelerating,1.0,20.0,2.044020175933838,,,,,
26.597,11.22,298.347,378.056,19.37,18.865,2.3193,100.0,100.0,3.886,Accelerating,1.0,20.0,2.150404930114746,,,,,
26.597,11.076,294.598,409.352,19.37,22.897,2.3902,100.0,100.0,3.886,Accelerating,1.0,20.0,2.216423749923706,,,,,
26.597,11.023,293.148,440.333,19.5,22.222,2.3152,100.0,100.0,3.886,Accelerating,1.0,20.0,2.3421380519866943,,,,,
26.603,10.86,288.937,471.836,19.5,23.766,2.4216,100.0,100.0,3.886,Accelerating,1.0,20.0,2.4382224082946777,,,,,
26.587,11.278,299.809,503.631,19.5,24.096,2.1879,100.0,100.0,3.886,Accelerating,1.0,20.0,2.5202884674072266,,,,,
26.531,12.938,343.355,535.726,19.5,21.638,1.9832,100.0,100.0,3.886,Accelerating,1.0,20.0,2.652899742126465,,,,,
,,,,,,,,,,,,,2.714491367340088,2720.0,1.220022,1.29799,2.025,2.92
26.506,12.924,342.592,570.47,19.62,21.998,1.7947,100.0,100.0,3.886,Accelerating,1.0,20.0,2.755605936050415,,,,,
26.456,15.146,400.698,606.536,19.62,26.179,2.4281,100.0,100.0,3.886,Accelerating,1.0,20.0,2.8439018726348877,,,,,
26.475,14.434,368.455,646.333,19.75,26.224,2.5457,100.0,100.0,3.886,Accelerating,1.0,20.0,2.9634578227996826,,,,,
26.472,13.639,361.167,685.501,19.87,26.644,2.1476,100.0,100.0,3.886,Accelerating,1.0,20.0,3.0685622692108154,,,,,
26.597,10.745,285.786,717.635,19.75,26.764,1.7656,100.0,100.0,3.886,Accelerating,1.0,20.0,3.1647536754608154,,,,,
26.663,8.63,230.117,744.131,19.62,26.809,1.6818,100.0,100.0,3.886,Accelerating,1.0,20.0,3.3099706172943115,,,,,
26.728,7.961,212.686,767.163,19.62,26.884,1.4626,100.0,100.0,3.886,Accelerating,1.0,20.0,3.4249372482299805,,,,,
26.747,6.305,168.673,786.532,19.5,26.824,1.3256,100.0,100.0,3.886,Accelerating,1.0,20.0,3.478773832321167,,,,,
26.756,6.787,181.58,804.526,19.37,26.944,1.4175,100.0,100.0,20.489,Accelerating,1.0,20.0,3.6234488487243652,,,,,
,,,,,,,,,,,,,3.6547722816467285,3657.0,1.134966,1.206732,2.043,2.74
26.881,3.319,89.195,820.401,19.25,25.28,0.797,94.0,0.0,20.489,Coasting,1.0,20.0,3.7733089923858643,,,,,
27.031,-0.046,1.245,821.883,19.12,19.749,0.747,74.0,0.0,20.489,Coasting,1.0,20.0,3.789684772491455,,,,,
27.003,0.89,24.019,823.235,19.12,14.968,0.6842,52.0,0.0,20.489,Coasting,1.0,20.0,3.898437023162842,,,,,
27.025,0.466,12.58,824.87,19.0,9.812,0.6681,32.0,0.0,20.489,Coasting,1.0,20.0,4.017615556716919,,,,,
