Voltage,Current,Power,Energy,Temperature,MotorVoltage,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,WheelSpeed,Phase,Repeat,CurrentLimit_A,Timestamp_s
28.066,3.857,108.27,38.085,20.25,26.464,1.1943,73.0,100.0,2.355,Accelerating,3,15.0,31.52165937423706
28.059,4.536,107.301,49.92,20.25,29.752,1.0613,83.0,100.0,2.355,Accelerating,3,15.0,31.62352442741394
28.056,4.409,123.667,62.508,20.25,32.632,1.1733,94.0,100.0,2.355,Accelerating,3,15.0,31.733701467514038
28.094,2.794,92.065,75.226,20.25,34.377,0.8921,100.0,100.0,2.355,Accelerating,3,15.0,31.844014644622803
28.134,2.234,62.855,81.961,20.25,34.319,0.7954,100.0,100.0,2.355,Accelerating,3,15.0,31.941856861114502
28.138,2.045,57.525,87.828,20.25,34.406,0.8373,100.0,100.0,2.355,Accelerating,3,15.0,32.0467209815979
28.134,1.91,53.742,93.681,20.25,34.406,0.8123,100.0,100.0,2.355,Accelerating,3,15.0,32.154705286026
28.131,2.035,57.268,99.602,20.25,34.319,0.8429,100.0,100.0,2.355,Accelerating,3,15.0,32.261188983917236
28.125,2.146,69.308,105.823,20.12,34.392,0.8147,100.0,100.0,2.355,Accelerating,3,15.0,32.36375689506531
28.122,2.266,63.682,111.875,20.12,34.406,0.7857,100.0,100.0,2.355,Accelerating,3,15.0,32.46907067298889
28.128,1.982,55.78,117.972,20.25,34.348,0.8155,100.0,100.0,2.355,Accelerating,3,15.0,32.573264837265015
28.131,2.006,56.42,124.285,20.25,34.436,0.8091,100.0,100.0,20.724,Accelerating,3,15.0,32.68350577354431
28.181,-0.108,3.042,126.904,20.12,30.421,0.6495,84.0,0.0,20.724,Coasting,3,15.0,32.783461809158325
28.178,0.77,21.678,128.118,20.12,24.195,0.681,62.0,0.0,20.724,Coasting,3,15.0,32.89696550369263
28.191,0.134,3.784,129.969,20.12,18.377,0.7406,42.0,0.0,20.724,Coasting,3,15.0,32.99640130996704
28.191,0.497,8.715,131.505,20.12,12.703,0.6423,20.0,0.0,20.724,Coasting,3,15.0,33.10208320617676
28.2,0.074,2.081,132.088,20.12,6.827,0.6084,0.0,0.0,20.724,Coasting,3,15.0,33.20366406440735
28.203,0.072,1.997,132.296,20.12,6.87,0.6052,0.0,0.0,20.724,Coasting,3,15.0,33.3169481754303
28.206,0.065,1.806,132.511,20.12,6.74,0.61,0.0,0.0,20.724,Coasting,3,15.0,33.421109437942505
28.203,0.067,1.87,132.733,20.12,6.798,0.6181,0.0,0.0,20.724,Coasting,3,15.0,33.523629903793335
28.206,0.07,1.933,132.941,20.12,6.841,0.6052,0.0,0.0,20.724,Coasting,3,15.0,33.642311096191406
28.206,0.072,2.018,133.156,20.12,6.841,0.6084,0.0,0.0,20.724,Coasting,3,15.0,33.73418402671814
28.206,0.077,2.17,133.371,20.12,6.841,0.6052,0.0,0.0,20.724,Coasting,3,15.0,33.84054780006409
28.206,0.082,2.276,133.586,20.12,6.856,0.61,0.0,0.0,20.724,Coasting,3,15.0,33.946807861328125
28.206,0.065,1.848,133.801,20.12,6.652,0.6036,0.0,0.0,20.724,Coasting,3,15.0,34.05407953262329
28.206,0.072,2.018,134.016,20.12,6.827,0.6116,0.0,0.0,20.724,Coasting,3,15.0,34.158281564712524
28.206,0.065,1.827,134.223,20.12,6.827,0.6036,0.0,0.0,20.724,Coasting,3,15.0,34.26020407676697
28.206,0.072,2.06,134.431,20.12,6.71,0.6084,0.0,0.0,20.724,Coasting,3,15.0,34.36903715133667
28.203,0.074,2.124,134.638,20.12,6.725,0.6052,0.0,0.0,20.724,Coasting,3,15.0,34.49973750114441
28.206,0.072,2.06,134.853,20.12,6.798,0.61,0.0,0.0,20.724,Coasting,3,15.0,34.58948254585266
28.206,0.07,1.955,135.068,20.12,6.87,0.6036,0.0,0.0,33.912,Coasting,3,15.0,34.684908390045166
28.206,0.07,1.976,135.276,20.12,7.03,0.602,0.0,0.0,33.912,Coasting,3,15.0,34.783180713653564
28.206,0.072,2.039,135.491,20.12,6.812,0.61,0.0,0.0,33.912,Coasting,3,15.0,34.89553475379944
28.206,0.067,1.912,135.706,20.12,6.856,0.6084,0.0,0.0,33.912,Coasting,3,15.0,35.00110936164856
28.206,0.07,1.976,135.921,20.12,6.74,0.6084,0.0,0.0,33.912,Coasting,3,15.0,35.1029953956604
28.206,0.077,2.039,136.128,20.12,6.827,0.6092,0.0,0.0,33.912,Coasting,3,15.0,35.20504593849182
28.206,0.07,1.955,136.335,20.12,6.827,0.6084,0.0,0.0,33.912,Coasting,3,15.0,35.31471109390259
28.206,0.067,1.891,136.543,20.12,6.827,0.6084,0.0,0.0,33.912,Coasting,3,15.0,35.4127459526062
28.209,0.074,2.082,136.758,20.12,6.827,0.6245,0.0,0.0,33.912,Coasting,3,15.0,35.527052879333496
28.203,0.07,1.552,136.973,20.12,6.827,0.6116,0.0,0.0,33.912,Coasting,3,15.0,35.62758755683899
28.206,0.072,2.018,137.188,20.12,6.856,0.6084,0.0,0.0,33.912,Coasting,3,15.0,35.732155084609985
28.209,0.072,1.997,137.395,20.12,6.841,0.6092,0.0,0.0,33.912,Coasting,3,15.0,35.83571648597717
28.209,0.072,2.018,137.603,20.12,6.885,0.6084,0.0,0.0,33.912,Coasting,3,15.0,35.94613766670227
28.206,0.074,2.102,137.818,20.12,6.856,0.6052,0.0,0.0,33.912,Coasting,3,15.0,36.045820236206055
28.209,0.07,1.955,138.025,20.12,6.812,0.6084,0.0,0.0,33.912,Coasting,3,15.0,36.15422201156616
28.209,0.067,1.912,138.24,20.12,6.856,0.6084,0.0,0.0,33.912,Coasting,3,15.0,36.257638931274414
28.206,0.067,1.912,138.447,20.12,6.827,0.6084,0.0,0.0,33.912,Coasting,3,15.0,36.36687445640564
28.212,0.079,2.213,138.662,20.12,6.827,0.6116,0.0,0.0,33.912,Coasting,3,15.0,36.46632671356201
28.209,0.067,1.912,138.877,20.12,6.74,0.6052,0.0,0.0,33.912,Coasting,3,15.0,36.57829546928406
28.209,0.074,2.103,139.085,20.12,6.87,0.6084,0.0,0.0,30.615,Coasting,3,15.0,36.67722797393799
28.209,0.07,1.955,139.3,20.12,6.827,0.6036,0.0,0.0,30.615,Coasting,3,15.0,36.78130912780762
28.209,0.07,2.039,139.515,20.12,6.725,0.6036,0.0,0.0,30.615,Coasting,3,15.0,36.89103364944458
28.209,0.074,2.082,139.73,20.12,6.798,0.61,0.0,0.0,30.615,Coasting,3,15.0,37.001054525375366
28.206,0.07,1.976,139.937,20.12,6.827,0.6116,0.0,0.0,30.615,Coasting,3,15.0,37.10496807098389
28.209,0.079,2.213,140.152,20.12,6.783,0.61,0.0,0.0,30.615,Coasting,3,15.0,37.204256534576416
28.209,0.072,2.061,140.367,20.12,6.827,0.6044,0.0,0.0,30.615,Coasting,3,15.0,37.30879831314087
28.209,0.072,2.018,140.575,20.12,6.827,0.606,0.0,0.0,30.615,Coasting,3,15.0,37.42003631591797
28.209,0.07,1.933,140.797,20.12,6.812,0.6084,0.0,0.0,30.615,Coasting,3,15.0,37.52268195152283
28.209,0.079,2.255,141.012,20.12,6.681,0.6052,0.0,0.0,30.615,Coasting,3,15.0,37.63235569000244
28.209,0.074,2.082,141.228,20.12,6.71,0.6116,0.0,0.0,30.615,Coasting,3,15.0,37.73737335205078
28.209,0.072,1.807,141.443,20.12,6.71,0.606,0.0,0.0,30.615,Coasting,3,15.0,37.83833885192871
28.209,0.062,1.785,141.658,20.12,6.856,0.6052,0.0,0.0,30.615,Coasting,3,15.0,37.94241142272949
28.209,0.077,2.149,141.865,20.12,6.827,0.61,0.0,0.0,30.615,Coasting,3,15.0,38.05272197723389
28.212,0.072,1.997,142.08,20.12,6.827,0.6116,0.0,0.0,30.615,Coasting,3,15.0,38.1528103351593
28.212,0.07,1.976,142.295,20.12,6.696,0.6036,0.0,0.0,30.615,Coasting,3,15.0,38.262739181518555
28.209,0.07,1.976,142.502,20.12,6.71,0.6084,0.0,0.0,30.615,Coasting,3,15.0,38.363385915756226
28.209,0.067,1.891,142.71,20.12,6.696,0.6052,0.0,0.0,30.615,Coasting,3,15.0,38.474419355392456
28.209,0.077,2.171,142.925,20.12,6.74,0.6084,0.0,0.0,30.615,Coasting,3,15.0,38.575196266174316
28.209,0.07,1.976,143.132,20.12,6.74,0.6044,0.0,0.0,24.963,Coasting,3,15.0,38.68036484718323
28.209,0.072,2.018,143.355,20.12,6.856,0.602,0.0,0.0,24.963,Coasting,3,15.0,38.78774881362915
28.209,0.074,2.124,143.562,20.12,6.71,0.61,0.0,0.0,24.963,Coasting,3,15.0,38.898650884628296
28.209,0.067,1.891,143.777,20.12,6.754,0.61,0.0,0.0,24.963,Coasting,3,15.0,39.002034187316895
28.209,0.072,2.04,143.992,20.12,6.856,0.602,0.0,0.0,24.963,Coasting,3,15.0,39.103869676589966
28.209,0.067,1.912,144.207,20.12,6.74,0.6036,0.0,0.0,24.963,Coasting,3,15.0,39.21060800552368
28.209,0.065,1.828,144.422,20.12,6.87,0.6076,0.0,0.0,24.963,Coasting,3,15.0,39.31954622268677
28.209,0.079,2.213,144.637,20.12,6.827,0.6149,0.0,0.0,24.963,Coasting,3,15.0,39.42362594604492
28.209,0.072,1.764,144.852,20.12,6.798,0.606,0.0,0.0,24.963,Coasting,3,15.0,39.52445459365845
28.209,0.074,2.103,145.075,20.12,6.71,0.6084,0.0,0.0,24.963,Coasting,3,15.0,39.63529586791992
28.209,0.077,2.192,145.283,20.12,6.827,0.6044,0.0,0.0,24.963,Coasting,3,15.0,39.73627519607544
28.212,0.072,1.997,145.498,20.12,6.696,0.6092,0.0,0.0,24.963,Coasting,3,15.0,39.83831548690796
28.212,0.074,2.124,145.713,20.12,6.71,0.6084,0.0,0.0,24.963,Coasting,3,15.0,39.94738149642944
28.209,0.072,1.997,145.928,20.12,6.725,0.61,0.0,0.0,24.963,Coasting,3,15.0,40.053579807281494
28.212,0.072,2.04,146.135,20.12,6.856,0.6044,0.0,0.0,24.963,Coasting,3,15.0,40.158907890319824
28.212,0.079,2.171,146.35,20.12,6.725,0.6036,0.0,0.0,24.963,Coasting,3,15.0,40.26040959358215
28.212,0.079,2.255,146.557,20.12,6.725,0.61,0.0,0.0,24.963,Coasting,3,15.0,40.37311410903931
28.212,0.077,2.145,146.78,20.12,6.71,0.6092,0.0,0.0,24.963,Coasting,3,15.0,40.4750337600708
28.212,0.062,2.061,146.988,20.12,6.812,0.6084,0.0,0.0,8.007,Coasting,3,15.0,40.58513689041138
28.209,0.072,2.018,0.177,20.12,6.87,0.6028,0.0,0.0,8.007,Accelerating,4,15.0,40.699098348617554
28.203,0.314,8.85,0.645,20.12,9.46,0.8228,9.0,100.0,8.007,Accelerating,4,15.0,40.794410705566406
28.184,0.955,26.893,2.557,20.12,12.063,0.851,19.0,100.0,8.007,Accelerating,4,15.0,40.895535469055176
28.169,1.248,35.124,5.875,20.12,15.758,0.8115,30.0,100.0,8.007,Accelerating,4,15.0,41.00271725654602
28.147,1.838,51.764,10.529,20.12,17.271,0.8639,40.0,100.0,8.007,Accelerating,4,15.0,41.112271308898926
28.141,2.208,58.037,16.535,20.12,21.053,0.9695,51.0,100.0,8.007,Accelerating,4,15.0,41.215420722961426
28.041,4.03,113.05,26.189,20.25,24.093,1.1,61.0,100.0,8.007,Accelerating,4,15.0,41.31844925880432
28.069,3.586,100.63,36.91,20.25,26.755,1.1,72.0,100.0,8.007,Accelerating,4,15.0,41.420989990234375
28.056,4.054,113.731,48.453,20.25,28.792,1.121,82.0,100.0,8.007,Accelerating,4,15.0,41.52923631668091
28.062,3.938,110.544,60.78,20.25,32.05,1.1081,93.0,100.0,8.007,Accelerating,4,15.0,41.6351854801178
28.078,3.432,96.372,73.528,20.25,34.319,0.8929,100.0,100.0,8.007,Accelerating,4,15.0,41.74420690536499
28.125,2.189,55.682,80.648,20.25,34.319,0.7841,100.0,100.0,8.007,Accelerating,4,15.0,41.84443783760071
28.138,2.172,61.128,86.508,20.25,34.348,0.8236,100.0,100.0,8.007,Accelerating,4,15.0,41.946693420410156
28.128,1.834,51.602,92.337,20.25,34.436,0.8711,100.0,100.0,8.007,Accelerating,4,15.0,42.056639194488525
28.125,2.107,59.263,98.358,20.25,34.377,0.8727,100.0,100.0,8.007,Accelerating,4,15.0,42.16011834144592
28.128,2.206,62.057,104.356,20.25,34.319,0.8171,100.0,100.0,8.007,Accelerating,4,15.0,42.26127481460571
28.125,1.841,51.739,110.354,20.25,34.406,0.8034,100.0,100.0,8.007,Accelerating,4,15.0,42.3744375705719
28.131,1.829,51.409,116.483,20.25,34.319,0.8099,100.0,100.0,8.007,Accelerating,4,15.0,42.473798751831055
28.128,1.942,55.632,122.504,20.25,34.406,0.8534,100.0,100.0,8.007,Accelerating,4,15.0,42.57837438583374
28.125,2.014,56.676,128.563,20.25,34.348,0.8308,100.0,100.0,8.007,Accelerating,4,15.0,42.68687105178833
28.125,2.242,63.044,134.6,20.25,34.392,0.797,100.0,100.0,8.007,Accelerating,4,15.0,42.78775215148926
28.119,2.052,57.71,140.559,20.25,34.261,0.8083,100.0,100.0,8.007,Accelerating,4,15.0,42.89450454711914
28.131,1.759,49.456,146.542,20.25,34.319,0.8413,100.0,100.0,8.007,Accelerating,4,15.0,43.00389361381531
28.125,2.069,58.152,152.617,20.25,34.392,0.8824,100.0,100.0,8.007,Accelerating,4,15.0,43.10431385040283
28.122,1.992,59.713,158.669,20.25,34.377,0.8018,100.0,100.0,8.007,Accelerating,4,15.0,43.20607328414917
28.122,2.203,61.967,164.506,20.25,34.436,0.8051,100.0,100.0,8.007,Accelerating,4,15.0,43.31868863105774
28.122,1.99,55.98,170.396,20.25,34.348,0.8196,100.0,100.0,8.007,Accelerating,4,15.0,43.42219066619873
28.131,1.642,46.17,176.463,20.25,34.377,0.8325,100.0,100.0,8.007,Accelerating,4,15.0,43.5231397151947
28.125,2.018,56.791,182.738,20.25,34.436,0.8615,100.0,100.0,8.007,Accelerating,4,15.0,43.62680125236511
28.122,1.906,53.574,188.751,20.25,34.348,0.8163,100.0,100.0,8.007,Accelerating,4,15.0,43.737080097198486
28.125,2.131,59.96,194.627,20.25,34.406,0.7905,100.0,100.0,8.007,Accelerating,4,15.0,43.84628868103027
28.122,2.014,56.59,200.364,20.25,34.406,0.8067,100.0,100.0,8.007,Accelerating,4,15.0,43.95165205001831
28.125,2.33,65.542,206.316,20.25,34.377,0.8389,100.0,100.0,8.007,Accelerating,4,15.0,44.053327798843384
28.122,2.071,58.229,212.244,20.25,34.406,0.8607,100.0,100.0,8.007,Accelerating,4,15.0,44.15394353866577
28.122,2.086,58.673,218.304,20.25,34.392,0.8671,100.0,100.0,8.007,Accelerating,4,15.0,44.25966215133667
28.119,1.889,53.125,224.517,20.25,34.348,0.8881,100.0,100.0,8.007,Accelerating,4,15.0,44.37350058555603
28.119,2.016,56.697,230.415,20.25,34.348,0.8599,100.0,100.0,8.007,Accelerating,4,15.0,44.47082543373108
28.119,2.182,61.363,236.183,20.25,34.377,0.797,100.0,100.0,8.007,Accelerating,4,15.0,44.58531045913696
28.128,2.011,56.568,242.104,20.25,34.479,0.7889,100.0,100.0,32.028,Accelerating,4,15.0,44.689269065856934
28.187,0.245,6.888,244.769,20.25,30.363,0.6423,84.0,0.0,32.028,Coasting,4,15.0,44.796533823013306
28.191,-0.127,3.589,245.998,20.12,24.297,0.7817,64.0,0.0,32.028,Coasting,4,15.0,44.89881181716919
28.172,0.821,16.721,247.849,20.12,19.482,0.6544,42.0,0.0,32.028,Coasting,4,15.0,45.0030403137207
28.187,0.252,7.119,249.324,20.12,12.442,0.6777,22.0,0.0,32.028,Coasting,4,15.0,45.10931134223938
28.194,0.098,2.74,249.9,20.12,6.856,0.6116,0.0,0.0,32.028,Coasting,4,15.0,45.21781063079834
28.197,0.065,1.827,250.115,20.12,6.812,0.61,0.0,0.0,32.028,Coasting,4,15.0,45.31446719169617
28.194,0.065,1.784,250.33,20.12,6.74,0.61,0.0,0.0,32.028,Coasting,4,15.0,45.41961050033569
28.194,0.072,2.017,250.545,20.12,6.696,0.6092,0.0,0.0,32.028,Coasting,4,15.0,45.5285918712616
28.197,0.07,1.975,250.76,20.12,6.71,0.6052,0.0,0.0,32.028,Coasting,4,15.0,45.635199785232544
28.197,0.065,1.806,250.975,20.12,6.856,0.6084,0.0,0.0,32.028,Coasting,4,15.0,45.73791718482971
28.197,0.072,2.017,251.182,20.12,6.71,0.602,0.0,0.0,32.028,Coasting,4,15.0,45.839752197265625
28.197,0.077,2.165,251.397,20.12,6.71,0.602,0.0,0.0,32.028,Coasting,4,15.0,45.94694471359253
28.197,0.072,2.06,251.612,20.12,6.827,0.6068,0.0,0.0,32.028,Coasting,4,15.0,46.05122923851013
28.197,0.077,2.102,251.827,20.12,6.812,0.6092,0.0,0.0,32.028,Coasting,4,15.0,46.15983510017395
28.197,0.074,2.081,252.042,20.12,6.798,0.6084,0.0,0.0,32.028,Coasting,4,15.0,46.263346672058105
28.194,0.082,2.296,252.257,20.12,6.681,0.61,0.0,0.0,32.028,Coasting,4,15.0,46.37280797958374
28.2,0.077,2.191,252.472,20.12,6.725,0.6044,0.0,0.0,32.028,Coasting,4,15.0,46.47281527519226
28.2,0.065,1.806,252.687,20.12,6.696,0.6116,0.0,0.0,36.267,Coasting,4,15.0,46.58351182937622
28.197,0.077,2.212,252.902,20.12,6.827,0.606,0.0,0.0,36.267,Coasting,4,15.0,46.68541884422302
28.197,0.077,2.144,253.11,20.12,6.856,0.6028,0.0,0.0,36.267,Coasting,4,15.0,46.78976893424988
28.2,0.077,2.165,253.325,20.12,6.827,0.6044,0.0,0.0,36.267,Coasting,4,15.0,46.9013786315918
28.2,0.07,1.975,253.532,20.12,6.827,0.61,0.0,0.0,36.267,Coasting,4,15.0,47.006378412246704
28.2,0.067,1.87,253.74,20.12,6.74,0.6084,0.0,0.0,36.267,Coasting,4,15.0,47.10777544975281
28.197,0.074,2.081,253.955,20.12,6.71,0.6108,0.0,0.0,36.267,Coasting,4,15.0,47.2226026058197
28.2,0.074,1.89,254.177,20.12,6.827,0.6084,0.0,0.0,36.267,Coasting,4,15.0,47.32147002220154
28.2,0.06,1.679,254.385,20.12,6.856,0.61,0.0,0.0,36.267,Coasting,4,15.0,47.42276310920715
28.2,0.06,1.721,254.6,20.12,6.841,0.6036,0.0,0.0,36.267,Coasting,4,15.0,47.53160786628723
28.2,0.065,1.848,254.815,20.12,6.74,0.6084,0.0,0.0,36.267,Coasting,4,15.0,47.62841033935547
28.2,0.082,2.318,255.03,20.12,6.885,0.602,0.0,0.0,36.267,Coasting,4,15.0,47.73929524421692
28.203,0.079,2.212,255.245,20.12,6.798,0.6084,0.0,0.0,36.267,Coasting,4,15.0,47.84090805053711
28.2,0.072,2.06,255.46,20.12,6.827,0.6036,0.0,0.0,36.267,Coasting,4,15.0,47.945276737213135
28.2,0.074,2.102,255.675,20.12,6.827,0.6116,0.0,0.0,36.267,Coasting,4,15.0,48.058189868927
28.2,0.077,2.145,255.89,20.12,6.71,0.6028,0.0,0.0,36.267,Coasting,4,15.0,48.15802216529846
28.2,0.077,2.191,256.097,20.12,6.827,0.61,0.0,0.0,36.267,Coasting,4,15.0,48.26791262626648
28.2,0.072,2.017,256.305,20.12,6.827,0.6084,0.0,0.0,36.267,Coasting,4,15.0,48.37217688560486
28.203,0.067,1.891,256.527,20.12,6.725,0.61,0.0,0.0,36.267,Coasting,4,15.0,48.472760915756226
28.203,0.062,1.764,256.735,20.12,6.74,0.6084,0.0,0.0,36.267,Coasting,4,15.0,48.576454401016235
28.2,0.077,2.145,256.95,20.12,6.827,0.6036,0.0,0.0,31.086,Coasting,4,15.0,48.684324979782104
28.203,0.072,2.06,257.157,20.12,6.71,0.6116,0.0,0.0,31.086,Coasting,4,15.0,48.78749394416809
28.203,0.074,2.081,257.364,20.12,6.74,0.6052,0.0,0.0,31.086,Coasting,4,15.0,48.898048639297485
28.2,0.072,2.017,257.58,20.12,6.696,0.6092,0.0,0.0,31.086,Coasting,4,15.0,49.00403690338135
28.203,0.07,1.933,257.795,20.12,6.71,0.5996,0.0,0.0,31.086,Coasting,4,15.0,49.10584473609924
28.203,0.074,2.102,258.002,20.12,6.681,0.6084,0.0,0.0,31.086,Coasting,4,15.0,49.216166257858276
28.2,0.07,1.954,258.217,20.12,6.71,0.6028,0.0,0.0,31.086,Coasting,4,15.0,49.31631851196289
28.203,0.065,1.806,258.424,20.12,6.74,0.6084,0.0,0.0,31.086,Coasting,4,15.0,49.42389535903931
28.203,0.067,1.87,258.632,20.12,6.754,0.6036,0.0,0.0,31.086,Coasting,4,15.0,49.52814722061157
28.203,0.072,2.039,258.854,20.12,6.827,0.6092,0.0,0.0,31.086,Coasting,4,15.0,49.63099479675293
28.203,0.077,2.145,259.069,20.12,6.74,0.606,0.0,0.0,31.086,Coasting,4,15.0,49.74233555793762
28.203,0.07,1.975,259.284,20.12,6.74,0.6076,0.0,0.0,31.086,Coasting,4,15.0,49.844035625457764
28.203,0.077,2.166,259.5,20.12,6.827,0.6036,0.0,0.0,31.086,Coasting,4,15.0,49.94766116142273
28.203,0.072,2.06,259.699,20.12,6.827,0.6116,0.0,0.0,31.086,Coasting,4,15.0,50.054107904434204
28.206,0.07,1.976,259.914,20.12,6.696,0.6092,0.0,0.0,31.086,Coasting,4,15.0,50.16341757774353
28.203,0.074,1.996,260.129,20.12,6.681,0.6092,0.0,0.0,31.086,Coasting,4,15.0,50.264381647109985
28.203,0.086,2.403,260.344,20.12,6.827,0.6052,0.0,0.0,31.086,Coasting,4,15.0,50.374571800231934
28.203,0.074,2.081,260.552,20.12,6.681,0.6036,0.0,0.0,31.086,Coasting,4,15.0,50.47476053237915
28.203,0.074,2.102,260.759,20.12,6.798,0.61,0.0,0.0,31.086,Coasting,4,15.0,50.585400342941284
28.206,0.07,1.976,260.966,20.12,6.74,0.6036,0.0,0.0,25.905,Coasting,4,15.0,50.68634104728699
28.203,0.082,2.276,261.181,20.12,6.696,0.61,0.0,0.0,25.905,Coasting,4,15.0,50.79641604423523
28.206,0.072,1.997,261.396,20.12,6.71,0.61,0.0,0.0,25.905,Coasting,4,15.0,50.89740228652954
28.203,0.079,2.212,261.612,20.12,6.696,0.6036,0.0,0.0,25.905,Coasting,4,15.0,51.00717854499817
28.203,0.072,1.996,261.827,20.12,6.681,0.6084,0.0,0.0,25.905,Coasting,4,15.0,51.110573530197144
28.203,0.072,2.018,262.034,20.12,6.74,0.6036,0.0,0.0,25.905,Coasting,4,15.0,51.211966037750244
28.203,0.077,2.145,262.249,20.12,6.681,0.61,0.0,0.0,25.905,Coasting,4,15.0,51.313645124435425
28.203,0.067,1.891,262.464,20.12,6.71,0.6036,0.0,0.0,25.905,Coasting,4,15.0,51.4248902797699
28.206,0.058,1.616,262.679,20.12,6.841,0.61,0.0,0.0,25.905,Coasting,4,15.0,51.52919840812683
28.206,0.067,1.891,262.879,20.12,6.754,0.6084,0.0,0.0,25.905,Coasting,4,15.0,51.639097929000854
28.206,0.072,2.018,263.101,20.12,6.71,0.602,0.0,0.0,25.905,Coasting,4,15.0,51.74361777305603
28.203,0.074,2.081,263.316,20.12,6.696,0.61,0.0,0.0,25.905,Coasting,4,15.0,51.848936557769775
28.206,0.077,2.166,263.524,20.12,6.74,0.6116,0.0,0.0,25.905,Coasting,4,15.0,51.94938063621521
28.203,0.072,2.039,263.747,20.12,6.681,0.6052,0.0,0.0,25.905,Coasting,4,15.0,52.05283570289612
28.203,0.082,2.318,263.954,20.12,6.754,0.61,0.0,0.0,25.905,Coasting,4,15.0,52.165117502212524
28.206,0.072,2.039,264.161,20.12,6.71,0.6052,0.0,0.0,25.905,Coasting,4,15.0,52.26370358467102
28.206,0.079,2.081,264.384,20.12,6.856,0.6052,0.0,0.0,25.905,Coasting,4,15.0,52.376304626464844
28.206,0.079,2.233,264.591,20.12,6.827,0.6052,0.0,0.0,25.905,Coasting,4,15.0,52.476107597351074
28.203,0.067,1.891,264.806,20.12,6.74,0.6052,0.0,0.0,25.905,Coasting,4,15.0,52.57818603515625
28.206,0.074,2.081,265.021,20.12,6.856,0.6044,0.0,0.0,21.666,Coasting,4,15.0,52.69139814376831
28.206,0.079,2.212,265.236,20.12,6.71,0.6028,0.0,0.0,21.666,Coasting,4,15.0,52.79508972167969
28.203,0.077,2.081,265.444,20.12,6.798,0.6052,0.0,0.0,21.666,Coasting,4,15.0,52.895095348358154
28.206,0.07,1.933,265.651,20.12,6.74,0.6028,0.0,0.0,21.666,Coasting,4,15.0,53.00705695152283
28.206,0.07,1.976,265.866,20.12,6.856,0.61,0.0,0.0,21.666,Coasting,4,15.0,53.11025595664978
28.203,0.072,2.039,266.074,20.12,6.812,0.602,0.0,0.0,21.666,Coasting,4,15.0,53.219428300857544
28.206,0.07,1.955,266.289,20.12,6.74,0.6052,0.0,0.0,21.666,Coasting,4,15.0,53.341593503952026
28.206,0.072,1.997,266.504,20.12,6.856,0.6084,0.0,0.0,21.666,Coasting,4,15.0,53.42858266830444
28.203,0.06,1.658,266.719,20.12,6.71,0.6052,0.0,0.0,21.666,Coasting,4,15.0,53.535372734069824
28.206,0.072,2.06,266.926,20.12,6.681,0.6052,0.0,0.0,21.666,Coasting,4,15.0,53.63441252708435
28.206,0.065,1.848,267.149,20.12,6.827,0.6052,0.0,0.0,21.666,Coasting,4,15.0,53.74258041381836
28.206,0.074,2.081,267.372,20.12,6.696,0.6052,0.0,0.0,21.666,Coasting,4,15.0,53.85019779205322
28.206,0.074,2.102,267.579,20.12,6.841,0.6092,0.0,0.0,21.666,Coasting,4,15.0,53.960914611816406
28.206,0.067,1.912,267.794,20.12,6.856,0.61,0.0,0.0,21.666,Coasting,4,15.0,54.06162357330322
28.206,0.077,2.191,268.009,20.12,6.71,0.602,0.0,0.0,21.666,Coasting,4,15.0,54.17182755470276
28.206,0.072,1.997,268.216,20.12,6.812,0.6092,0.0,0.0,21.666,Coasting,4,15.0,54.28027415275574
28.206,0.067,1.912,268.439,20.12,6.841,0.6092,0.0,0.0,21.666,Coasting,4,15.0,54.38670563697815
28.206,0.077,2.192,268.654,20.12,6.652,0.61,0.0,0.0,21.666,Coasting,4,15.0,54.49220633506775
28.209,0.072,2.018,268.869,20.12,6.827,0.6116,0.0,0.0,16.956,Coasting,4,15.0,54.59739542007446
28.206,0.072,1.997,269.084,20.12,6.798,0.6084,0.0,0.0,16.956,Coasting,4,15.0,54.706154346466064
28.206,0.06,1.68,269.292,20.12,6.827,0.6044,0.0,0.0,16.956,Coasting,4,15.0,54.80586528778076
28.206,0.067,1.891,269.507,20.12,6.725,0.6092,0.0,0.0,16.956,Coasting,4,15.0,54.91374444961548
28.206,0.07,1.955,269.722,20.12,6.71,0.6084,0.0,0.0,16.956,Coasting,4,15.0,55.02206206321716
28.209,0.065,1.806,269.929,20.12,6.696,0.602,0.0,0.0,16.956,Coasting,4,15.0,55.12491011619568
28.209,0.072,1.997,270.152,20.12,6.856,0.6004,0.0,0.0,16.956,Coasting,4,15.0,55.23449444770813
28.206,0.074,2.103,270.359,20.12,6.71,0.6028,0.0,0.0,16.956,Coasting,4,15.0,55.33334136009216
28.206,0.06,1.68,270.574,20.12,6.856,0.6052,0.0,0.0,16.956,Coasting,4,15.0,55.44202899932861
28.206,0.077,2.166,270.781,20.12,6.856,0.6004,0.0,0.0,16.956,Coasting,4,15.0,55.541842460632324
28.206,0.077,2.145,270.996,20.12,6.798,0.6052,0.0,0.0,16.956,Coasting,4,15.0,55.65471434593201
28.206,0.077,2.018,271.219,20.12,6.71,0.61,0.0,0.0,16.956,Coasting,4,15.0,55.75660705566406
