SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,27.447675,-0.0003,0.0837,0.4147,22.62,0.2247125,8,0.0,0.0,0.0,0.0,2
1.0,1.0,27.446125,0.024300000000000002,0.6800375,3.4022,22.62,0.3558875,8,0.0,0.0,-0.006999999999999999,0.0,2
2.0,2.0,27.442885714285715,0.0768,2.0978857142857144,9.5539,22.62,0.5025142857142857,7,0.0,0.0,0.87,0.0,2
3.0,3.0,27.4336,0.17099999999999999,4.6661625,22.0339,22.62,0.7289875,8,0.0,0.0,2.483,0.0,2
4.0,4.0,27.422675,0.294,8.060325,38.1312,22.605,0.9170874999999999,8,0.0,0.0,3.5125,0.0,2
5.0,5.0,27.4063,0.4596,12.5614875,60.8102,22.62,1.1303125,8,0.0,0.0,4.9445,0.0,2
6.0,6.0,27.4019375,0.49470000000000003,13.4274,63.7594,22.62,0.9851624999999999,8,4.800000000000001,5.1049999999999995,4.364,2.19,2
7.0,7.0,27.3937125,0.5514,15.18235,74.6496,22.62,0.9595750000000001,8,7.99,8.5,4.29,3.6,2
8.0,8.0,27.385175,0.6405,17.40575,86.3078,22.62,0.9477125,8,11.2,11.915,4.318,5.0600000000000005,2
9.0,9.0,27.3765625,0.7263000000000001,19.6882875,96.7834,22.62,0.9403375,8,12.79,13.61,4.2865,5.74,2
10.0,10.0,27.3667625,0.8058,22.049025,109.44,22.62,0.94265,8,16.0,17.020000000000003,4.268000000000001,7.154999999999999,2
11.0,11.0,27.35762857142857,0.8694857142857142,24.171214285714285,116.2138,22.62,0.9214285714285715,7,19.200000000000003,20.425,4.253,8.555,2
12.0,12.0,27.34642857142857,0.9798857142857144,26.580614285714287,127.3037,22.62,0.9374285714285714,7,22.39,23.82,4.2895,10.06,2
13.0,13.0,27.337487499999998,1.0512000000000001,28.7334625,139.5763,22.685000000000002,0.94015,8,25.61,27.25,4.256,11.415,2
14.0,14.0,27.3249875,1.1757,32.1206375,153.4464,22.75,0.9585625,8,28.805,30.64,4.2765,12.899999999999999,2
15.0,15.0,27.3125,1.2705,34.5313125,164.928,22.75,0.96915,8,30.384999999999998,32.32,4.279999999999999,13.614999999999998,2
20.0,20.0,27.2702875,1.6839,46.1669375,230.6842,22.75,0.9488,8,46.35,49.305,4.247,20.615000000000002,2
25.0,25.0,27.226175,2.0585999999999998,56.7034375,292.4851,22.75,0.9347,8,60.77,64.65,4.2345,26.950000000000003,2
30.0,30.0,27.1792875,2.5449,69.4879125,353.303,22.855,0.9576625,8,75.16,79.96000000000001,4.252,33.47,2
35.0,35.0,27.1269625,3.0141,82.231675,414.6202,22.87,0.9886125,8,89.6,95.32,4.2605,39.980000000000004,2
40.0,40.0,27.086171428571426,3.440228571428571,93.18115714285715,451.6378,23.0,0.9784285714285714,7,104.005,110.64,4.28,46.614999999999995,2
45.0,45.0,27.035257142857144,3.822171428571429,103.32721428571429,507.5328,23.0,1.0145714285714285,7,118.34,125.89,4.305,53.35,2
50.0,50.0,27.0023375,4.0884,110.38374999999999,557.6832,23.060000000000002,0.9786250000000001,8,132.805,141.28,4.329,60.205,2
55.0,55.0,26.947675,4.5729,123.7344625,608.4096,23.12,1.0122625,8,145.61,154.9,4.364,66.53999999999999,2
60.0,60.0,26.91525,4.7652,128.61935,657.9994,23.12,0.9944375,8,159.92,170.12,4.3905,73.52000000000001,2
65.0,65.0,26.8609625,5.2581,140.1811375,707.7734,23.25,1.02525,8,175.91,187.14,4.4190000000000005,81.4,2
70.0,70.0,26.825775,5.5308,148.37285,752.4096,23.28,1.0292875,8,188.6,200.64,4.4445,87.78,2
75.0,75.0,26.7859375,5.8374,156.32905,797.2378,23.37,1.034925,8,203.095,216.06,4.4830000000000005,95.34,2
80.0,80.0,26.7390625,6.2151,165.952875,842.7802,23.435000000000002,1.0540625000000001,8,217.49,231.37,4.5265,103.095,2
85.0,85.0,26.7097625,6.4638,174.2992875,888.3226,23.5,1.0554625,8,231.88,246.68,4.5625,110.78999999999999,2
86.0,86.0,26.696871428571427,6.4799999999999995,174.65485714285714,829.9699,23.5,1.0575285714285714,7,233.5666666666667,248.47,4.598,112.46999999999998,3
87.0,87.0,26.676175,6.5771999999999995,176.7508875,846.2669,23.575,1.064225,8,236.68,251.785,4.6365,114.92,2
88.0,88.0,26.6527375,6.7968,180.74975,862.487,23.62,1.0786375,8,239.88,255.19,4.67,117.30000000000001,2
89.0,89.0,26.6336,6.9258,185.5136875,877.7549,23.62,1.054675,8,241.475,256.89,4.705500000000001,118.99,2
90.0,90.0,26.632425,6.8067,180.1809,893.5142,23.75,1.061325,8,244.67000000000002,260.28999999999996,4.74,121.445,2
91.0,91.0,26.6210875,6.8844,183.24214999999998,908.2522,23.75,1.0760375,8,248.49333333333334,264.3533333333333,4.772333333333333,124.18333333333334,3
92.0,92.0,26.584375,7.1088000000000005,189.03095,925.3094,23.78,1.08095,8,251.075,267.1,4.8045,126.315,2
93.0,93.0,26.5953125,7.0113,185.615275,941.737,23.87,1.0913125,8,252.67,268.8,4.8365,127.965,2
94.0,94.0,26.572675,7.2039,191.0636375,957.6115,23.87,1.110175,8,255.87,272.2,4.868,130.425,2
95.0,95.0,26.554,7.1616,190.4574,923.735,23.888571428571428,1.0833,7,257.47,273.9,4.898,132.065,2
96.0,96.0,26.532585714285712,7.572342857142857,200.58642857142857,944.6246,24.0,1.1255714285714284,7,261.19666666666666,277.8666666666667,4.928999999999999,134.81666666666666,3
97.0,97.0,26.5050625,7.6479,202.478325,961.8432,24.0,1.1069625,8,263.86,280.70500000000004,4.966,137.225,2
98.0,98.0,26.492975,7.8126,206.03215,980.9357,24.0,1.1359625,8,267.06,284.11,4.995,139.69,2
99.0,99.0,26.47655,7.7019,203.535425,1001.6256,24.12,1.122975,8,268.66,285.81,5.026,141.405,2
99.8,99.8,26.4656125,7.9185,210.0804,1018.9594,24.12,1.1361625,8,270.26,287.51,5.043,142.725,2
