Host_Timestamp,Timestamp_ms,SetDutyCycle,InAveragingWindow,MeasuredDutyCycle,TargetDutyCycle,Voltage,Current,Power,Energy,Temperature,MotorCurrent
1772112716.8672273,42320.0,0.0,False,0.0,0.0,27.5719,0.0048,0.1195,0.0,23.87,0.2256
1772112717.1235075,42575.0,0.0,False,0.0,0.0,27.5719,-0.0024,0.0782,0.023,23.87,0.2273
1772112717.3793325,42830.0,0.0,False,0.0,0.0,27.5719,0.0,0.0163,0.0538,23.87,0.2256
1772112717.6332102,43085.0,0.0,False,0.0,0.0,27.5719,-0.0048,0.1195,0.0691,23.87,0.2273
1772112717.8876524,43341.0,0.0,False,0.0,0.0,27.5719,-0.0024,0.0576,0.0998,23.87,0.2281
1772112718.150265,43597.0,0.0,False,0.0,0.0,27.5719,-0.0072,0.2232,0.1229,23.87,0.2281
1772112718.402953,43853.0,0.0,False,0.0,0.0,27.5719,0.0024,0.0782,0.1459,23.87,0.2264
1772112718.6560087,44108.0,0.0,False,0.0,0.0,27.5719,0.0048,0.1195,0.169,23.87,0.2256
1772112718.917933,44364.0,0.0,False,0.0,0.0,27.5719,0.0,0.0163,0.1997,23.87,0.2248
1772112719.170475,44620.0,0.0,False,0.0,0.0,27.575,0.0,0.0163,0.2227,23.87,0.2264
1772112719.4555845,44875.0,0.0,False,0.0,0.0,27.575,0.012,0.347,0.2381,23.87,0.2264
1772112719.6799636,45129.0,0.0,False,0.0,0.0,27.575,0.0024,0.0,0.2611,23.87,0.2232
1772112719.934951,45384.0,0.0,True,0.0,0.0,27.5719,-0.012,0.3264,0.2842,23.87,0.2297
1772112720.1889184,45638.0,0.0,True,0.0,0.0,27.575,-0.0024,0.0576,0.3072,23.87,0.2264
1772112720.4439747,45894.0,0.0,True,0.0,0.0,27.5719,0.0072,0.1819,0.3302,23.87,0.2281
1772112720.7,46149.0,0.0,True,0.0,0.0,27.5719,0.0,0.0163,0.3533,23.87,0.2264
1772112720.956458,46403.0,0.0,True,0.0,0.0,27.575,0.0048,0.0989,0.384,23.87,0.2248
1772112721.211829,46659.0,0.0,True,0.0,0.0,27.5719,-0.0072,0.1819,0.407,23.87,0.2297
1772112721.4653065,46915.0,0.0,True,0.0,0.0,27.575,-0.0024,0.0989,0.4224,23.87,0.2297
1772112721.722693,47171.0,0.0,True,0.0,0.0,27.5719,-0.0072,0.2026,0.4531,23.87,0.2264
1772112722.0169845,47425.0,1.0,False,1.0,1.0,27.5719,0.0264,0.6989,0.0538,23.87,0.3167
1772112722.2280023,47680.0,1.0,False,1.0,1.0,27.5719,0.024,0.6571,0.2227,23.87,0.3215
1772112722.4845057,47935.0,1.0,False,1.0,1.0,27.5719,0.0144,0.3883,0.384,23.87,0.3328
1772112722.740294,48190.0,1.0,False,1.0,1.0,27.5719,0.0312,0.8434,0.5606,23.87,0.3344
1772112722.996026,48444.0,1.0,False,1.0,1.0,27.5719,0.024,0.864,0.7373,23.87,0.3312
1772112723.2528255,48698.0,1.0,False,1.0,1.0,27.5719,0.0288,0.7608,0.9062,23.87,0.3328
1772112723.5060062,48953.0,1.0,False,1.0,1.0,27.5719,0.024,0.6571,1.0752,23.87,0.3328
1772112723.7594047,49209.0,1.0,False,1.0,1.0,27.5719,0.024,0.6576,1.2518,23.87,0.332
1772112724.0134628,49465.0,1.0,False,1.0,1.0,27.5719,0.0192,0.5539,1.4285,23.87,0.3312
1772112724.2694805,49721.0,1.0,False,1.0,1.0,27.5719,0.0192,0.5539,1.5974,23.87,0.3336
1772112724.5259705,49975.0,1.0,False,1.0,1.0,27.5719,0.0216,0.6158,1.7741,23.87,0.3296
1772112724.779473,50231.0,1.0,False,1.0,1.0,27.5719,0.0264,0.6989,1.943,23.87,0.3328
1772112725.0340352,50487.0,1.0,True,1.0,1.0,27.5719,0.0288,0.8227,2.1274,23.87,0.3328
1772112725.2986252,50743.0,1.0,True,1.0,1.0,27.5719,0.0312,0.8434,2.2963,23.87,0.3328
1772112725.5444105,50999.0,1.0,True,1.0,1.0,27.5719,0.0216,0.6158,2.473,23.87,0.3312
1772112725.801989,51253.0,1.0,True,1.0,1.0,27.5719,0.024,0.6365,2.6573,23.87,0.3328
1772112726.0574248,51507.0,1.0,True,1.0,1.0,27.5719,0.024,0.3677,2.8262,23.87,0.3328
