SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,27.76515714285714,-0.0030857142857142854,0.059314285714285715,0.4224,23.5,0.22479999999999997,7,0.0,0.0,0.001,0.0,2
1.0,1.0,27.762887499999998,0.0312,0.8389,4.247,23.48375,0.3745125,8,0.0,0.0,0.827,0.0,2
2.0,2.0,27.7574625,0.1185,3.285225,15.5597,23.4025,0.5586875,8,0.0,0.0,2.0715,0.0,2
3.0,3.0,27.7465,0.2463,6.8233875,33.001,23.4025,0.7525625,8,0.0,0.0,3.4615,0.0,2
4.0,4.0,27.7285,0.4557,12.6471,61.0483,23.38625,1.0014750000000001,8,0.0,0.0,5.1530000000000005,0.0,2
5.0,5.0,27.7121125,0.6207,17.2368,84.0269,23.37,1.1158125,8,0.0,0.0,5.859500000000001,0.0,2
6.0,6.0,27.688275,0.8883,24.553075,118.9248,23.37,1.3656125000000001,8,0.0,0.0,7.457,0.0,2
7.0,7.0,27.6769375,0.9711,26.8667875,132.0499,23.4025,1.1772624999999999,8,3.2,3.4,5.95,1.99,2
8.0,8.0,27.6605625,1.1280000000000001,31.145875,153.3542,23.38625,1.1706125,8,8.0,8.505,5.7490000000000006,4.82,2
9.0,9.0,27.64552857142857,1.248,34.51101428571429,165.7114,23.407142857142855,1.1449,7,11.195,11.91,5.5815,6.555,2
10.0,10.0,27.6308625,1.4199,39.2108375,185.9635,23.38625,1.136375,8,14.4,15.315000000000001,5.5715,8.4,2
11.0,11.0,27.6136625,1.5846,43.7725875,207.4906,23.45125,1.1035249999999999,8,17.6,18.725,5.548,10.23,2
12.0,12.0,27.59375,1.7202,47.4528125,230.7763,23.48375,1.1084625,8,20.79,22.12,5.4645,11.9,2
13.0,13.0,27.575775,1.8984,52.35535,253.7011,23.5,1.1184375,8,23.990000000000002,25.52,5.4725,13.75,2
14.0,14.0,27.553887500000002,2.0871,57.3210625,278.1158,23.5,1.122675,8,27.2,28.935000000000002,5.4625,15.549999999999999,2
15.0,15.0,27.5367125,2.2191,61.781875,300.4339,23.5,1.1213625,8,30.384999999999998,32.32,5.452999999999999,17.355,2
20.0,20.0,27.465625,3.0615,84.079025,419.0822,23.62,1.109375,8,44.78,47.63,5.4005,25.325000000000003,2
25.0,25.0,27.388275,3.8103,104.412175,530.2272,23.62,1.142625,8,59.205,62.980000000000004,5.3585,33.224999999999994,2
30.0,30.0,27.316514285714284,4.5384,123.8989142857143,602.3731,23.75,1.1551428571428572,7,75.16,79.96000000000001,5.3725000000000005,42.285,2
35.0,35.0,27.2433625,5.2695,143.269425,695.9616,23.87,1.2068875000000001,8,87.91,93.52000000000001,5.3655,49.394999999999996,2
40.0,40.0,27.169162500000002,5.8617,159.27157499999998,784.3661,24.0,1.245975,8,103.41666666666667,110.01333333333332,5.397333333333333,58.446666666666665,3
45.0,45.0,27.11135,6.3786000000000005,172.9041375,858.5088,24.075,1.27075,8,118.34,125.89,5.4239999999999995,67.215,2
50.0,50.0,27.0527625,6.8652,185.8271875,928.3354,24.25,1.2870625,8,132.73000000000002,141.2,5.4585,75.875,2
55.0,55.0,27.00195,7.2213,194.995275,988.3392,24.37,1.29825,8,147.12,156.515,5.508,84.865,2
60.0,60.0,26.953899999999997,7.7118,207.5709625,1038.6816,24.5,1.3102125,8,161.51999999999998,171.825,5.55,93.865,2
65.0,65.0,26.92365714285714,7.846285714285714,211.2309285714286,1029.7651,24.5,1.2998571428571428,7,175.91,187.14,5.604666666666667,103.24333333333334,3
70.0,70.0,26.8839875,8.079600000000001,216.7830625,1060.9382,24.62,1.2939125,8,190.405,202.56,5.662,112.89,2
75.0,75.0,26.8578125,8.2401,221.5946375,1089.792,24.75,1.282625,8,204.695,217.76,5.7205,122.625,2
80.0,80.0,26.842175,8.1891,219.762225,1113.2544,24.75,1.2506125,8,219.09,233.07,5.7895,132.83499999999998,2
85.0,85.0,26.8074375,8.5476,229.0665,1139.2666,24.87,1.2676125,8,233.61,248.515,5.858499999999999,143.305,2
86.0,86.0,26.7878875,8.595,230.4411625,1128.553,24.87,1.28,8,236.76666666666665,251.87333333333333,5.925999999999999,146.93,3
89.0,89.0,26.769125,8.7111,233.1226875,1165.3248,25.0,1.2648,8,244.805,260.43499999999995,5.997,153.745,2
92.0,92.0,26.740628571428573,8.782285714285715,234.4904857142857,1135.319,25.034285714285716,1.2778714285714285,7,254.26999999999998,270.5,6.0665,161.53,2
95.0,95.0,26.7203125,8.876100000000001,239.1896375,1161.8304,25.12,1.2799125,8,262.265,279.005,6.147,168.825,2
98.0,98.0,26.6789125,9.2667,248.149675,1195.3843,25.25,1.2913000000000001,8,268.66,285.81,6.220000000000001,174.995,2
99.8,99.8,26.64885,9.4671,252.64645,1222.8557,25.310000000000002,1.3299750000000001,8,273.99333333333334,291.4766666666667,6.297999999999999,180.70666666666668,3
