Host_Timestamp,Timestamp_ms,SetDutyCycle,InAveragingWindow,MeasuredDutyCycle,TargetDutyCycle,Voltage,Current,Power,Energy,Temperature,MotorCurrent
1772109231.088441,11653.0,0.0,False,0.0,0.0,28.425,-0.0072,0.2342,0.0077,22.12,0.2127
1772109231.3488944,11907.0,0.0,False,0.0,0.0,28.425,-0.0072,0.2342,0.0384,22.12,0.2248
1772109231.5972457,12161.0,0.0,False,0.0,0.0,28.425,0.0048,0.1066,0.0614,22.12,0.2248
1772109231.8542476,12417.0,0.0,False,0.0,0.0,28.425,0.0024,0.085,0.0845,22.12,0.224
1772109232.1097782,12671.0,0.0,False,0.0,0.0,28.425,-0.0048,0.1066,0.1075,22.12,0.2264
1772109232.3684413,12925.0,0.0,False,0.0,0.0,28.425,0.0,0.0211,0.1229,22.12,0.2232
1772109232.6201854,13179.0,0.0,False,0.0,0.0,28.425,0.0024,0.0422,0.1459,22.12,0.2273
1772109232.8774738,13434.0,0.0,False,0.0,0.0,28.425,-0.0024,0.1277,0.169,22.12,0.2281
1772109233.1247013,13690.0,0.0,False,0.0,0.0,28.425,0.0024,0.0638,0.1997,22.12,0.2184
1772109233.383255,13944.0,0.0,False,0.0,0.0,28.425,-0.0048,0.1066,0.2227,22.12,0.2264
1772109233.6429956,14200.0,0.0,False,0.0,0.0,28.425,0.0024,0.0638,0.2458,22.12,0.2256
1772109233.8887937,14454.0,0.0,False,0.0,0.0,28.425,-0.0024,0.0422,0.2765,22.12,0.2264
1772109234.1509235,14709.0,0.0,True,0.0,0.0,28.425,-0.0048,0.1488,0.2995,22.12,0.2256
1772109234.3990238,14963.0,0.0,True,0.0,0.0,28.425,-0.0048,0.1066,0.3226,22.12,0.2264
1772109234.6590307,15217.0,0.0,True,0.0,0.0,28.425,-0.0072,0.1915,0.3379,22.12,0.2248
1772109234.914898,15471.0,0.0,True,0.0,0.0,28.425,0.0024,0.085,0.3686,22.12,0.2248
1772109235.1605024,15726.0,0.0,True,0.0,0.0,28.425,0.0,0.0,0.3917,22.12,0.2232
1772109235.417405,15981.0,0.0,True,0.0,0.0,28.425,0.0,0.0211,0.4224,22.12,0.2264
1772109235.6745698,16235.0,0.0,True,0.0,0.0,28.425,-0.0048,0.1066,0.4454,22.12,0.2256
1772109236.0179622,16490.0,1.0,False,0.0,0.0,28.425,-0.0048,0.1066,0.4685,22.12,0.2264
1772109236.189443,16746.0,1.0,False,1.0,1.0,28.425,0.024,0.5966,0.1382,22.12,0.3844
1772109236.438237,17000.0,1.0,False,1.0,1.0,28.4219,0.0288,0.8098,0.3226,22.12,0.3908
1772109236.688454,17254.0,1.0,False,1.0,1.0,28.425,0.024,0.6605,0.5069,22.12,0.3675
1772109236.9445775,17509.0,1.0,False,1.0,1.0,28.425,0.0312,0.8525,0.6989,22.12,0.3868
1772109237.2068748,17765.0,1.0,False,1.0,1.0,28.425,0.0264,0.767,0.8986,22.12,0.386
1772109237.460628,18020.0,1.0,False,1.0,1.0,28.425,0.0312,0.9163,1.0906,22.12,0.3852
1772109237.7147107,18276.0,1.0,False,1.0,1.0,28.4219,0.024,0.9163,1.2902,22.12,0.3868
1772109237.9677038,18531.0,1.0,False,1.0,1.0,28.425,0.0336,0.9379,1.4822,22.12,0.386
1772109238.2213504,18786.0,1.0,False,1.0,1.0,28.4219,0.0264,1.0445,1.6742,22.12,0.3892
1772109238.4758263,19040.0,1.0,False,1.0,1.0,28.425,0.0288,0.8098,1.8662,22.12,0.3892
1772109238.7281942,19294.0,1.0,False,1.0,1.0,28.4219,0.0312,0.8736,2.0582,22.12,0.3908
1772109238.989934,19548.0,1.0,True,1.0,1.0,28.425,0.0264,0.7459,2.2426,22.12,0.3908
1772109239.2415233,19804.0,1.0,True,1.0,1.0,28.4281,0.0264,0.7243,2.4422,22.12,0.3892
1772109239.4953847,20059.0,1.0,True,1.0,1.0,28.4219,0.0288,0.7886,2.6419,22.12,0.3892
1772109239.75099,20315.0,1.0,True,1.0,1.0,28.425,0.0216,0.6178,2.8339,22.12,0.386
1772109240.0141494,20571.0,1.0,True,1.0,1.0,28.4219,0.0264,0.7243,3.0259,22.12,0.4021
1772109240.2685027,20826.0,1.0,True,1.0,1.0,28.425,0.0216,0.767,3.2256,22.12,0.3892
1772109240.5221941,21080.0,1.0,True,1.0,1.0,28.4219,0.024,0.7032,3.4099,22.12,0.3844
1772109240.7754955,21334.0,1.0,True,1.0,1.0,28.4219,0.0264,0.7459,3.6019,22.12,0.3852
1772109241.0878563,21589.0,2.0,False,2.0,2.0,28.4219,0.0744,2.1739,3.8093,22.12,0.4674
1772109241.2835515,21844.0,2.0,False,2.0,2.0,28.4188,0.0816,2.2589,0.553,22.12,0.5826
1772109241.5329788,22098.0,2.0,False,2.0,2.0,28.4219,0.0912,2.579,1.1904,22.12,0.5794
1772109241.7949452,22353.0,2.0,False,2.0,2.0,28.4188,0.0864,2.4509,1.8202,22.12,0.5834
1772109242.0485573,22609.0,2.0,False,2.0,2.0,28.4188,0.0888,2.5363,2.473,22.12,0.5859
1772109242.299409,22865.0,2.0,False,2.0,2.0,28.4188,0.096,2.7494,3.1334,22.12,0.5867
1772109242.55443,23119.0,2.0,False,2.0,2.0,28.4156,0.0864,2.472,3.7786,22.12,0.5875
1772109242.818651,23375.0,2.0,False,2.0,2.0,28.4188,0.0888,2.5147,4.4314,22.12,0.5891
1772109243.0709715,23631.0,2.0,False,2.0,2.0,28.4188,0.0912,2.5786,5.0918,22.12,0.5891
1772109243.3304448,23886.0,2.0,False,2.0,2.0,28.4188,0.0984,2.7917,5.7446,22.12,0.5891
1772109243.575883,24141.0,2.0,False,2.0,2.0,28.4125,0.0912,2.6002,6.3974,22.12,0.5842
1772109243.8348703,24395.0,2.0,False,2.0,2.0,28.4156,0.0888,2.4936,7.0426,22.12,0.5778
1772109244.0919147,24649.0,2.0,True,2.0,2.0,28.4188,0.0816,2.3443,7.68,22.12,0.5746
1772109244.34708,24903.0,2.0,True,2.0,2.0,28.4188,0.0864,2.4293,8.3021,22.12,0.5746
1772109244.5958018,25159.0,2.0,True,2.0,2.0,28.4188,0.0792,2.2378,8.9395,22.12,0.577
1772109244.8546739,25413.0,2.0,True,2.0,2.0,28.4188,0.0912,2.5574,9.5693,22.12,0.5746
