Host_Timestamp,Timestamp_ms,SetDutyCycle,InAveragingWindow,MeasuredDutyCycle,TargetDutyCycle,Voltage,Current,Power,Energy,Temperature,MotorCurrent
1772108478.484697,505456.0,0.0,False,0.0,0.0,27.4469,0.0,0.0163,0.0077,22.62,0.2248
1772108478.7417107,505710.0,0.0,False,0.0,0.0,27.4469,0.0,0.0,0.023,22.62,0.2168
1772108478.9967844,505966.0,0.0,False,0.0,0.0,27.4438,0.0,0.0,0.0461,22.62,0.2224
1772108479.2544096,506222.0,0.0,False,0.0,0.0,27.4469,0.0,0.0,0.0691,22.62,0.2305
1772108479.5039775,506476.0,0.0,False,0.0,0.0,27.4469,0.0024,0.1397,0.0922,22.62,0.2232
1772108479.770404,506731.0,0.0,False,0.0,0.0,27.4469,-0.0072,0.2016,0.1152,22.62,0.2256
1772108480.0142846,506986.0,0.0,False,0.0,0.0,27.4469,0.0024,0.0576,0.1382,22.62,0.224
1772108480.2726195,507240.0,0.0,False,0.0,0.0,27.4469,0.0048,0.0984,0.1613,22.62,0.2248
1772108480.521194,507494.0,0.0,False,0.0,0.0,27.4469,-0.0024,0.0576,0.1766,22.62,0.2264
1772108480.7786431,507748.0,0.0,False,0.0,0.0,27.4469,0.0024,0.037,0.1997,22.62,0.2248
1772108481.0335176,508003.0,0.0,False,0.0,0.0,27.4469,-0.0048,0.181,0.2227,22.62,0.2256
1772108481.286329,508258.0,0.0,False,0.0,0.0,27.4469,0.0072,0.181,0.2458,22.62,0.2248
1772108481.5481527,508512.0,0.0,True,0.0,0.0,27.4469,-0.0048,0.119,0.2611,22.62,0.2248
1772108481.797544,508766.0,0.0,True,0.0,0.0,27.45,0.0048,0.181,0.2842,22.62,0.2232
1772108482.0530548,509020.0,0.0,True,0.0,0.0,27.4469,0.0,0.0,0.3072,22.62,0.2232
1772108482.3082352,509275.0,0.0,True,0.0,0.0,27.4469,-0.0048,0.1603,0.3302,22.62,0.2264
1772108482.5582945,509529.0,0.0,True,0.0,0.0,27.45,0.0024,0.037,0.3533,22.62,0.2248
1772108482.8179433,509783.0,0.0,True,0.0,0.0,27.4469,-0.0024,0.0163,0.3686,22.62,0.2216
1772108483.0636375,510037.0,0.0,True,0.0,0.0,27.4469,-0.0024,0.0576,0.3994,22.62,0.2281
1772108483.3230114,510292.0,0.0,True,0.0,0.0,27.4469,0.0048,0.0984,0.4147,22.62,0.2256
1772108483.5926244,510547.0,1.0,False,1.0,1.0,27.4469,0.0144,0.4075,0.0768,22.62,0.3554
1772108483.8285697,510802.0,1.0,False,1.0,1.0,27.4469,0.012,0.7574,0.2458,22.62,0.3562
1772108484.0821834,511056.0,1.0,False,1.0,1.0,27.4438,0.024,0.6542,0.4147,22.62,0.3586
1772108484.3407362,511311.0,1.0,False,1.0,1.0,27.4438,0.0312,0.8395,0.5837,22.62,0.3586
1772108484.598759,511567.0,1.0,False,1.0,1.0,27.4469,0.0336,0.9427,0.7603,22.62,0.357
1772108484.847491,511821.0,1.0,False,1.0,1.0,27.4469,0.0192,0.5102,0.937,22.62,0.3642
1772108485.1044958,512076.0,1.0,False,1.0,1.0,27.4438,0.0192,0.5515,1.1059,22.62,0.3602
1772108485.365268,512331.0,1.0,False,1.0,1.0,27.4469,0.0216,0.613,1.2902,22.62,0.3651
1772108485.616884,512585.0,1.0,False,1.0,1.0,27.4438,0.0216,0.5102,1.4746,22.62,0.3699
1772108485.8739352,512839.0,1.0,False,1.0,1.0,27.4469,0.0312,0.8602,1.6742,22.62,0.3723
1772108486.1284726,513093.0,1.0,False,1.0,1.0,27.4438,0.0288,0.7574,1.8432,22.62,0.3522
1772108486.375726,513347.0,1.0,False,1.0,1.0,27.4438,0.0288,0.7776,2.0122,22.62,0.3578
