Host_Timestamp,Timestamp_ms,SetDutyCycle,InAveragingWindow,MeasuredDutyCycle,TargetDutyCycle,Voltage,Current,Power,Energy,Temperature,MotorCurrent
1772111799.2518635,311134.0,0.0,False,0.0,0.0,28.0844,-0.0048,0.1219,0.0,23.12,0.2273
1772111799.511295,311390.0,0.0,False,0.0,0.0,28.0844,0.0072,0.2064,0.023,23.12,0.2232
1772111799.7620552,311644.0,0.0,False,0.0,0.0,28.0844,-0.0024,0.0797,0.0461,23.12,0.2184
1772111800.0169406,311898.0,0.0,False,0.0,0.0,28.0844,0.0,0.0168,0.0691,23.12,0.2232
1772111800.2676625,312153.0,0.0,False,0.0,0.0,28.0844,0.0048,0.0,0.0922,23.12,0.224
1772111800.529193,312407.0,0.0,False,0.0,0.0,28.0844,-0.0024,0.1008,0.1152,23.12,0.2264
1772111800.7752893,312661.0,0.0,False,0.0,0.0,28.0844,0.0048,0.1219,0.1382,23.12,0.2224
1772111801.0394104,312917.0,0.0,False,0.0,0.0,28.0844,0.0024,0.0374,0.1613,23.12,0.2232
1772111801.293783,313172.0,0.0,False,0.0,0.0,28.0875,0.0072,0.227,0.1843,23.12,0.2216
1772111801.545356,313428.0,0.0,False,0.0,0.0,28.0844,0.0024,0.0797,0.215,23.12,0.2248
1772111801.7983172,313684.0,0.0,False,0.0,0.0,28.0875,0.0024,0.0374,0.2381,23.12,0.224
1772111802.0603647,313940.0,0.0,False,0.0,0.0,28.0844,0.0072,0.1853,0.2534,23.12,0.2256
1772111802.3123722,314196.0,0.0,True,0.0,0.0,28.0844,-0.0024,0.0586,0.2765,23.12,0.2256
1772111802.5662572,314452.0,0.0,True,0.0,0.0,28.0875,0.0024,0.1853,0.2995,23.12,0.2248
1772111802.8282988,314708.0,0.0,True,0.0,0.0,28.0844,-0.0072,0.1853,0.3302,23.12,0.2281
1772111803.07993,314964.0,0.0,True,0.0,0.0,28.0844,0.0,0.0,0.3533,23.12,0.2248
1772111803.3333285,315220.0,0.0,True,0.0,0.0,28.0844,0.0024,0.0586,0.3763,23.12,0.2232
1772111803.5910556,315474.0,0.0,True,0.0,0.0,28.0844,-0.0024,0.0586,0.3994,23.12,0.2232
1772111803.8499348,315730.0,0.0,True,0.0,0.0,28.0844,-0.0024,0.0374,0.4224,23.12,0.2264
1772111804.1076167,315986.0,0.0,True,0.0,0.0,28.0844,-0.0072,0.2064,0.4454,23.12,0.2232
1772111804.3937998,316240.0,1.0,False,1.0,1.0,28.0844,0.0168,0.4378,0.023,23.12,0.3296
1772111804.6081252,316494.0,1.0,False,1.0,1.0,28.0812,0.0192,0.5434,0.1766,23.12,0.3425
1772111804.8628109,316749.0,1.0,False,1.0,1.0,28.0844,0.024,0.6485,0.3302,23.12,0.3352
1772111805.1214774,317003.0,1.0,False,1.0,1.0,28.0812,0.0312,0.8592,0.4915,23.12,0.3385
1772111805.3779147,317257.0,1.0,False,1.0,1.0,28.0844,0.0168,0.48,0.6528,23.12,0.3352
1772111805.6326244,317511.0,1.0,False,1.0,1.0,28.0844,0.0264,0.9432,0.8141,23.12,0.3465
1772111805.8868997,317765.0,1.0,False,1.0,1.0,28.0812,0.0264,0.7118,0.9754,23.12,0.3441
1772111806.1435914,318021.0,1.0,False,1.0,1.0,28.0812,0.0144,0.564,1.1366,23.12,0.3441
1772111806.3910227,318275.0,1.0,False,1.0,1.0,28.0844,0.0264,0.7536,1.2979,23.12,0.3505
1772111806.649047,318529.0,1.0,False,1.0,1.0,28.0781,0.0144,0.4166,1.4669,23.12,0.3522
1772111806.9049006,318783.0,1.0,False,1.0,1.0,28.0844,0.036,1.0066,1.6282,23.12,0.3481
1772111807.1528625,319037.0,1.0,False,1.0,1.0,28.0812,0.0216,0.5851,1.7894,23.12,0.3505
1772111807.4114332,319291.0,1.0,True,1.0,1.0,28.0844,0.012,0.6062,1.9584,23.12,0.3505
1772111807.6653078,319545.0,1.0,True,1.0,1.0,28.0844,0.0168,0.4378,2.1197,23.12,0.3505
1772111807.9181297,319799.0,1.0,True,1.0,1.0,28.0844,0.0168,0.4378,2.281,23.12,0.3505
1772111808.1667604,320053.0,1.0,True,1.0,1.0,28.0812,0.0168,0.4589,2.4576,23.12,0.3522
1772111808.4263308,320307.0,1.0,True,1.0,1.0,28.0812,0.0264,0.7114,2.6189,23.12,0.3554
