SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,27.773449999999997,-0.0003,0.081525,0.4378,23.605,0.22441250000000001,8,0.0,0.0,0.0,0.0,2
1.0,1.0,27.772342857142856,0.03257142857142857,0.9000571428571428,4.3546,23.62,0.3907,7,0.0,0.0,0.008,0.0,2
2.0,2.0,27.7656,0.11828571428571429,3.268671428571429,15.8131,23.534285714285716,0.5498285714285714,7,0.0,0.0,1.079,0.0,2
3.0,3.0,27.757075,0.2433,6.739575,32.4634,23.515,0.746225,8,0.0,0.0,2.695,0.0,2
4.0,4.0,27.742925,0.4101,11.4389375,52.009,23.5,0.9112250000000001,8,0.0,0.0,3.7855,0.0,2
5.0,5.0,27.7187875,0.6729,18.617475,89.8406,23.5,1.1733375,8,0.0,0.0,5.482,0.0,2
6.0,6.0,27.6980625,0.8919,24.6979875,118.8326,23.5,1.3384375,8,0.0,0.0,6.857,0.0,2
7.0,7.0,27.68945,0.9486,26.0413875,135.1834,23.5,1.1692125,8,4.800000000000001,5.1,5.8545,2.935,2
8.0,8.0,27.6738375,1.0977000000000001,30.3580125,151.5341,23.5,1.1414,8,8.004999999999999,8.51,5.6905,4.775,2
9.0,9.0,27.6586125,1.2510000000000001,34.5141625,173.4528,23.5,1.13635,8,11.195,11.91,5.763999999999999,6.75,2
10.0,10.0,27.64282857142857,1.4043428571428571,38.51354285714286,185.4336,23.5,1.1080571428571429,7,14.39,15.31,5.616,8.46,2
11.0,11.0,27.6238125,1.5531,43.001275,207.5827,23.5,1.1054249999999999,8,17.59,18.71,5.6165,10.344999999999999,2
12.0,12.0,27.605487500000002,1.7391,48.2239875,229.1482,23.5,1.105425,8,20.79,22.115000000000002,5.5815,12.135,2
