Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.809,2.957,82.16,25.114,20.25,2.5707,28.5,100.0,Accelerating,1.0,15.0,0.6996808052062988,,,,,
26.709,5.417,144.676,136.65,20.37,2.3918,79.0,100.0,Accelerating,1.0,15.0,1.7054224014282227,,,,,
,,,,,,,,,,,1.8735995292663574,1783.0,1.5753080000000002,1.675426,4.921,9.16
26.612,7.342,195.396,306.34,20.5,2.4184,100.0,100.0,Accelerating,1.0,15.0,2.7009353637695312,,,,,
,,,,,,,,,,,2.8196401596069336,2721.0,5.792667999999999,6.162129999999999,4.958,33.95
26.519,9.096,241.197,534.904,20.75,2.1122,100.0,100.0,Accelerating,1.0,15.0,3.7118172645568848,,,,,
,,,,,,,,,,,3.756708860397339,3659.0,9.068209999999999,9.646768,4.961,53.17
,,,,,,,,,,,4.696089744567871,4597.0,12.752198,13.565546000000001,4.969,74.89
26.441,10.949,289.5,798.067,21.0,2.615,100.0,100.0,Accelerating,1.0,15.0,4.727434158325195,,,,,
,,,,,,,,,,,5.63239860534668,5535.0,15.869146,16.881843999999997,5.006,93.89
26.331,12.751,335.803,1138.99,21.75,2.507,100.0,100.0,Accelerating,1.0,15.0,5.718458890914917,,,,,
,,,,,,,,,,,6.580882549285889,6473.0,18.986093999999998,20.198142,5.045,113.22
26.491,8.755,231.906,1396.332,21.0,1.8011,100.0,100.0,Accelerating,1.0,15.0,6.726715803146362,,,,,
,,,,,,,,,,,7.515831470489502,7411.0,22.386561999999998,23.81568,5.07,134.15
26.497,8.743,231.636,1615.596,20.87,1.8245,100.0,100.0,Accelerating,1.0,15.0,7.72727370262146,,,,,
,,,,,,,,,,,8.453431367874146,8349.0,22.386561999999998,23.81568,5.099,134.92
26.503,8.582,227.429,1833.731,20.87,1.872,100.0,100.0,Accelerating,1.0,15.0,8.72942852973938,,,,,
,,,,,,,,,,,9.384431838989258,9287.0,22.670082,24.116919999999997,5.125,137.32
26.481,9.13,241.752,2052.196,20.87,1.8156,100.0,100.0,Accelerating,1.0,15.0,9.742247343063354,,,,,
,,,,,,,,,,,10.32424807548523,10225.0,22.670082,24.116919999999997,5.149,137.96
26.459,8.29,219.328,2270.991,20.87,1.9026,100.0,100.0,Accelerating,1.0,15.0,10.74385690689087,,,,,
,,,,,,,,,,,11.261956930160522,11163.0,22.670082,24.116919999999997,5.177,138.71
26.466,8.594,220.108,2491.108,20.87,1.8543,100.0,100.0,Accelerating,1.0,15.0,11.743100881576538,,,,,
,,,,,,,,,,,12.203933477401733,12100.0,22.386561999999998,23.81568,5.206,137.75
26.475,8.705,230.402,2711.048,20.87,1.8269,100.0,100.0,Accelerating,1.0,15.0,12.755316972732544,,,,,
,,,,,,,,,,,13.140556812286377,13038.0,22.694889999999997,24.1435,5.237,140.47
26.478,8.028,212.46,2932.362,21.0,1.8543,100.0,100.0,Accelerating,1.0,15.0,13.760778903961182,,,,,
,,,,,,,,,,,14.07876706123352,13976.0,22.386561999999998,23.81568,5.259,139.15
26.45,7.613,201.432,3153.815,21.0,1.9179,100.0,100.0,Accelerating,1.0,15.0,14.762038469314575,,,,,
,,,,,,,,,,,15.018906593322754,14914.0,22.670082,24.116919999999997,5.282,141.53
