Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.837,0.002,0.084,1334.308,20.12,0.8937,0.0,0.0,Accelerating,1.0,20.0,0.12508773803710938,,,,,
26.837,0.002,0.096,1334.316,20.12,0.8937,0.0,0.0,Accelerating,1.0,20.0,0.19328093528747559,,,,,
26.837,0.0,0.0,0.0,20.12,0.8961,0.0,0.0,Accelerating,1.0,20.0,0.23458147048950195,,,,,
26.837,0.053,1.397,0.038,20.12,0.9759,3.0,100.0,Accelerating,1.0,20.0,0.2828545570373535,,,,,
26.831,0.247,6.616,0.476,20.12,1.0742,8.0,100.0,Accelerating,1.0,20.0,0.33094286918640137,,,,,
26.759,1.903,50.913,3.84,20.12,2.7069,13.5,100.0,Accelerating,1.0,20.0,0.3954453468322754,,,,,
26.709,3.6,96.178,11.528,20.12,2.9212,18.5,100.0,Accelerating,1.0,20.0,0.5031421184539795,,,,,
26.653,4.524,120.627,23.032,20.12,3.3,24.0,100.0,Accelerating,1.0,20.0,0.6087648868560791,,,,,
26.625,5.921,157.579,37.655,20.25,3.3,29.0,100.0,Accelerating,1.0,20.0,0.7095179557800293,,,,,
26.572,7.027,186.71,55.296,20.25,3.2259,34.5,100.0,Accelerating,1.0,20.0,0.8162376880645752,,,,,
26.525,8.011,212.513,75.709,20.37,3.3,39.5,100.0,Accelerating,1.0,20.0,0.917180061340332,,,,,
26.484,9.022,238.949,98.957,20.37,3.3,45.0,100.0,Accelerating,1.0,20.0,1.024703025817871,,,,,
26.447,9.797,259.112,124.869,20.5,3.3,50.0,100.0,Accelerating,1.0,20.0,1.1305279731750488,,,,,
26.403,10.879,287.206,153.377,20.62,3.3,55.5,100.0,Accelerating,1.0,20.0,1.2307147979736328,,,,,
26.366,11.854,312.519,184.289,20.75,3.3,60.5,100.0,Accelerating,1.0,20.0,1.3396022319793701,,,,,
26.325,12.732,335.208,217.928,20.87,3.3,66.0,100.0,Accelerating,1.0,20.0,1.4418768882751465,,,,,
26.269,13.997,367.696,254.669,21.0,3.3,71.0,100.0,Accelerating,1.0,20.0,1.5447232723236084,,,,,
26.25,14.458,379.48,294.374,21.12,3.3,76.0,100.0,Accelerating,1.0,20.0,1.6548690795898438,,,,,
26.175,16.426,429.943,338.911,21.37,3.3,81.5,100.0,Accelerating,1.0,20.0,1.7619349956512451,,,,,
26.119,17.501,457.112,383.731,21.62,3.3,86.5,100.0,Accelerating,1.0,20.0,1.8648743629455566,,,,,
,,,,,,,,,,,1.8836278915405273,1783.0,2.887474,3.071762,1.931,6.59
26.122,17.669,461.532,432.069,21.75,3.3,92.0,100.0,Accelerating,1.0,20.0,1.9680547714233398,,,,,
26.094,18.936,493.834,482.895,22.0,3.3,97.0,100.0,Accelerating,1.0,20.0,2.066420078277588,,,,,
26.087,17.952,468.32,536.271,22.12,3.3,100.0,100.0,Accelerating,1.0,20.0,2.1744163036346436,,,,,
26.234,14.22,373.068,577.928,22.0,2.6473,100.0,100.0,Accelerating,1.0,20.0,2.276329517364502,,,,,
26.35,10.231,269.582,612.035,21.87,2.2411,100.0,100.0,Accelerating,1.0,20.0,2.383788585662842,,,,,
26.416,9.245,244.197,640.412,21.62,1.9897,100.0,100.0,Accelerating,1.0,20.0,2.4923007488250732,,,,,
26.466,7.853,207.82,664.65,21.37,1.7399,100.0,100.0,Accelerating,1.0,20.0,2.5889949798583984,,,,,
26.478,6.955,206.923,686.108,21.25,1.5819,100.0,100.0,Accelerating,1.0,20.0,2.697533369064331,,,,,
26.519,6.557,173.902,704.532,21.12,1.6262,100.0,100.0,Accelerating,1.0,20.0,2.8063089847564697,,,,,
,,,,,,,,,,,2.821296453475952,2720.0,12.51475,13.313922,1.982,29.32
26.55,5.83,154.742,720.891,21.0,1.6448,100.0,100.0,Accelerating,1.0,20.0,2.9074923992156982,,,,,
26.562,5.314,141.108,736.835,20.87,1.5287,100.0,100.0,Accelerating,1.0,20.0,3.0088024139404297,,,,,
26.569,5.064,134.548,751.711,20.87,1.6029,100.0,100.0,Accelerating,1.0,20.0,3.1203646659851074,,,,,
26.584,4.824,128.221,765.88,20.75,1.4755,100.0,100.0,Accelerating,1.0,20.0,3.219144582748413,,,,,
26.569,5.422,144.073,780.18,20.75,1.5126,100.0,100.0,Accelerating,1.0,20.0,3.3192784786224365,,,,,
26.584,5.292,140.662,793.667,20.75,1.4626,100.0,100.0,Accelerating,1.0,20.0,3.4306111335754395,,,,,
26.591,5.076,121.284,806.769,20.62,1.4175,100.0,100.0,Accelerating,1.0,20.0,3.5328164100646973,,,,,
26.597,4.471,118.922,819.011,20.62,1.436,100.0,100.0,Accelerating,1.0,20.0,3.632563352584839,,,,,
26.597,4.548,120.931,831.859,20.62,1.3482,100.0,100.0,Accelerating,1.0,20.0,3.742269277572632,,,,,
,,,,,,,,,,,3.759040594100952,3658.0,21.819522,23.212314,2.011,51.87
26.759,0.197,5.242,840.922,20.62,0.8985,88.0,0.0,Coasting,1.0,20.0,3.842071533203125,,,,,
26.781,0.218,7.749,841.843,20.5,1.0629,68.0,0.0,Coasting,1.0,20.0,3.9477970600128174,,,,,
26.756,0.418,11.194,843.18,20.5,0.9404,46.0,0.0,Coasting,1.0,20.0,4.057721853256226,,,,,
26.763,0.653,17.471,844.431,20.5,0.9856,26.0,0.0,Coasting,1.0,20.0,4.158012628555298,,,,,
26.778,0.053,1.429,844.931,20.37,0.9501,4.0,0.0,Coasting,1.0,20.0,4.257891416549683,,,,,
26.778,0.005,0.14,844.992,20.37,0.8921,0.0,0.0,Coasting,1.0,20.0,4.368668794631958,,,,,
26.781,0.002,0.06,845.0,20.37,0.8937,0.0,0.0,Coasting,1.0,20.0,4.469645261764526,,,,,
26.781,-0.002,0.08,845.007,20.37,0.8953,0.0,0.0,Coasting,1.0,20.0,4.573589563369751,,,,,
26.781,-0.002,0.04,845.015,20.37,0.8929,0.0,0.0,Coasting,1.0,20.0,4.675552845001221,,,,,
,,,,,,,,,,,4.6919989585876465,4596.0,23.519755999999997,25.021526,2.023,56.24
26.784,-0.005,0.1,845.03,20.37,0.8937,0.0,0.0,Coasting,1.0,20.0,4.782333612442017,,,,,
26.784,0.005,0.12,845.038,20.37,0.8913,0.0,0.0,Coasting,1.0,20.0,4.89086651802063,,,,,
26.784,-0.002,0.04,845.046,20.25,0.8937,0.0,0.0,Coasting,1.0,20.0,4.999016284942627,,,,,
26.784,0.005,0.04,845.053,20.25,0.8937,0.0,0.0,Coasting,1.0,20.0,5.104337453842163,,,,,
26.788,0.007,0.18,845.069,20.25,0.8929,0.0,0.0,Coasting,1.0,20.0,5.205377101898193,,,,,
26.788,0.0,0.02,845.076,20.25,0.8921,0.0,0.0,Coasting,1.0,20.0,5.303822040557861,,,,,
26.788,0.005,0.12,845.084,20.25,0.8905,0.0,0.0,Coasting,1.0,20.0,5.410523414611816,,,,,
26.788,-0.002,0.08,845.092,20.25,0.8921,0.0,0.0,Coasting,1.0,20.0,5.520920991897583,,,,,
26.788,-0.005,0.16,845.107,20.25,0.8937,0.0,0.0,Coasting,1.0,20.0,5.624033689498901,,,,,
,,,,,,,,,,,5.637967824935913,5534.0,22.670082,24.116919999999997,2.031,54.42
