Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.984,0.173,4.646,0.384,19.62,1.0033,7.0,100.0,Accelerating,1.0,20.0,0.268444299697876,,,,,
26.591,9.739,258.972,153.3,20.0,3.3,57.0,100.0,Accelerating,1.0,20.0,1.2738888263702393,,,,,
,,,,,,,,,,,1.884248971939087,1783.0,2.09982,2.234492,4.371,10.85
26.331,15.11,397.897,497.58,21.12,3.3,100.0,100.0,Accelerating,1.0,20.0,2.2757813930511475,,,,,
,,,,,,,,,,,2.816540241241455,2721.0,10.670983999999999,11.351432,4.485,56.56
26.531,9.518,252.539,892.17,21.0,2.0042,100.0,100.0,Accelerating,1.0,20.0,3.2804758548736572,,,,,
,,,,,,,,,,,3.760253429412842,3659.0,17.56938,18.69017,4.511,93.66
26.594,7.186,191.097,1115.988,20.5,1.7963,100.0,100.0,Accelerating,1.0,20.0,4.286687135696411,,,,,
,,,,,,,,,,,4.69609522819519,4597.0,22.386561999999998,23.81568,4.525,119.73
26.906,-0.002,0.04,1220.82,20.0,0.8921,0.0,0.0,Coasting,1.0,20.0,5.2934346199035645,,,,,
,,,,,,,,,,,5.641185760498047,5535.0,22.670082,24.116919999999997,4.534,121.48
26.919,0.0,0.02,1220.913,19.75,0.8945,0.0,0.0,Coasting,1.0,20.0,6.293919324874878,,,,,
,,,,,,,,,,,6.572453260421753,6473.0,20.402808,21.705227999999998,4.53,109.23
26.925,-0.002,0.06,1220.989,19.75,0.8921,0.0,0.0,Coasting,1.0,20.0,7.294597148895264,,,,,
,,,,,,,,,,,7.5126793384552,7411.0,15.869146,16.881843999999997,4.53,84.97
26.934,0.0,0.0,1221.082,19.75,0.8921,0.0,0.0,Coasting,1.0,20.0,8.300551176071167,,,,,
,,,,,,,,,,,8.445477962493896,8348.0,11.631408,12.37299,4.536,62.35
26.937,-0.007,0.202,1221.174,19.75,0.8921,0.0,0.0,Coasting,1.0,20.0,9.311288833618164,,,,,
,,,,,,,,,,,9.389126062393188,9286.0,7.084455999999999,7.536316,4.543,38.04
26.653,7.15,190.573,75.264,19.87,3.3,40.0,100.0,Accelerating,2.0,20.0,10.316222667694092,,,,,
,,,,,,,,,,,10.32911992073059,10224.0,2.550794,2.712932,3.995,12.04
,,,,,,,,,,,11.26326060295105,11162.0,1.983754,2.110452,4.517,10.59
26.35,14.088,371.205,360.407,20.75,3.3,90.5,100.0,Accelerating,2.0,20.0,11.314607620239258,,,,,
,,,,,,,,,,,12.198729515075684,12100.0,9.917883999999999,10.551374000000001,4.568,53.55
26.384,12.576,331.802,794.596,21.75,2.4055,100.0,100.0,Accelerating,2.0,20.0,12.318770170211792,,,,,
,,,,,,,,,,,13.14442491531372,13038.0,17.852899999999998,18.992296,4.63,97.69
26.534,8.239,218.645,1048.435,20.75,1.8349,100.0,100.0,Accelerating,2.0,20.0,13.321337461471558,,,,,
,,,,,,,,,,,14.078766345977783,13976.0,22.103042,23.514439999999997,4.656,121.63
26.847,0.269,7.224,1224.998,20.37,1.0162,54.0,0.0,Coasting,2.0,20.0,14.33280348777771,,,,,
,,,,,,,,,,,15.021655321121216,14914.0,22.386561999999998,23.81568,4.671,123.58
26.878,0.002,0.06,1227.61,20.0,0.8929,0.0,0.0,Coasting,2.0,20.0,15.333391666412354,,,,,
,,,,,,,,,,,15.953397035598755,15852.0,20.402808,21.705227999999998,4.666,112.52
26.888,0.002,0.06,1227.702,19.87,0.8913,0.0,0.0,Coasting,2.0,20.0,16.3430335521698,,,,,
,,,,,,,,,,,16.891413927078247,16791.0,15.851426,16.863238,4.669,87.48
26.897,-0.005,0.101,1227.786,19.87,0.8929,0.0,0.0,Coasting,2.0,20.0,17.345124006271362,,,,,
,,,,,,,,,,,17.829041719436646,17729.0,11.051964,11.757219999999998,4.689,61.25
26.906,0.0,0.02,1227.863,19.87,0.8832,0.0,0.0,Coasting,2.0,20.0,18.352428674697876,,,,,
,,,,,,,,,,,18.765708208084106,18666.0,6.233896,6.631709999999999,4.83,35.59
26.731,4.298,114.906,21.197,19.87,3.2218,22.5,100.0,Accelerating,3.0,20.0,19.348849296569824,,,,,
,,,,,,,,,,,19.705461263656616,19605.0,2.269046,2.4143499999999998,3.175,8.52
26.416,11.834,312.498,244.431,20.62,3.3,73.0,100.0,Accelerating,3.0,20.0,20.35496950149536,,,,,
,,,,,,,,,,,20.64815855026245,20543.0,1.983754,2.110452,4.709,11.04
26.091,18.665,507.854,643.023,22.0,3.3,100.0,100.0,Accelerating,3.0,20.0,21.363059282302856,,,,,
,,,,,,,,,,,21.588180541992188,21481.0,9.917883999999999,10.551374000000001,4.742,55.59
26.484,8.921,233.202,975.744,21.0,1.8914,100.0,100.0,Accelerating,3.0,20.0,22.36738133430481,,,,,
,,,,,,,,,,,22.518321752548218,22419.0,17.549888,18.670678,4.798,99.52
26.506,8.076,214.088,1199.14,20.75,1.9768,100.0,100.0,Accelerating,3.0,20.0,23.3662531375885,,,,,
,,,,,,,,,,,23.465411901474,23357.0,22.103042,23.513554,4.823,125.99
26.853,0.005,0.1,1236.388,20.25,0.8937,0.0,0.0,Coasting,3.0,20.0,24.378838300704956,,,,,
,,,,,,,,,,,24.406309604644775,24295.0,22.386561999999998,23.81568,4.836,127.96
,,,,,,,,,,,25.344778776168823,25233.0,20.402808,21.705227999999998,4.825,116.36
26.866,-0.005,0.141,1236.48,20.0,0.8856,0.0,0.0,Coasting,3.0,20.0,25.383411407470703,,,,,
,,,,,,,,,,,26.280587196350098,26171.0,15.585626,16.580603999999997,4.826,88.9
26.875,0.0,0.02,1236.564,20.0,0.905,0.0,0.0,Coasting,3.0,20.0,26.390385389328003,,,,,
,,,,,,,,,,,27.214834213256836,27109.0,10.484924,11.153853999999999,4.832,59.88
26.881,0.0,0.0,1236.649,20.0,0.8937,0.0,0.0,Coasting,3.0,20.0,27.392836332321167,,,,,
,,,,,,,,,,,28.151241302490234,28046.0,6.233896,6.631709999999999,4.927,36.3
26.881,0.238,6.387,0.246,20.0,1.2982,5.5,100.0,Accelerating,4.0,20.0,28.395026683807373,,,,,
,,,,,,,,,,,29.084789037704468,28984.0,1.1331939999999998,1.205846,2.664,3.57
26.509,9.463,250.832,144.707,20.37,3.3,56.0,100.0,Accelerating,4.0,20.0,29.40072989463806,,,,,
,,,,,,,,,,,30.026389598846436,29922.0,2.267274,2.411692,4.769,12.78
26.247,15.254,400.372,478.687,21.37,3.1098,100.0,100.0,Accelerating,4.0,20.0,30.397098064422607,,,,,
,,,,,,,,,,,30.972758769989014,30860.0,9.634364,10.250134,4.801,54.67
26.419,9.458,249.847,888.131,21.62,2.1428,100.0,100.0,Accelerating,4.0,20.0,31.40106511116028,,,,,
,,,,,,,,,,,31.90230679512024,31798.0,17.304466,18.409308,4.857,99.34
26.484,8.854,234.484,1121.902,20.87,1.8752,100.0,100.0,Accelerating,4.0,20.0,32.40605449676514,,,,,
,,,,,,,,,,,32.84799599647522,32736.0,22.103042,23.513554,4.884,127.58
26.831,-0.002,0.04,1234.545,20.37,0.8929,0.0,0.0,Coasting,4.0,20.0,33.41652774810791,,,,,
,,,,,,,,,,,33.78722810745239,33674.0,22.670082,24.116919999999997,4.896,131.19
26.844,0.002,0.08,1234.629,20.25,0.8953,0.0,0.0,Coasting,4.0,20.0,34.41908359527588,,,,,
