Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.797,0.002,0.08,764.39,20.62,0.8921,0.0,0.0,Accelerating,1.0,20.0,0.1257185935974121,,,,,
26.8,-0.002,0.06,764.406,20.62,0.8945,0.0,0.0,Accelerating,1.0,20.0,0.15857625007629395,,,,,
26.797,-0.002,0.08,0.0,20.62,0.8953,0.0,0.0,Accelerating,1.0,20.0,0.1882619857788086,,,,,
26.8,0.026,0.723,0.015,20.62,1.0049,1.5,100.0,Accelerating,1.0,20.0,0.22223353385925293,,,,,
26.784,0.389,10.414,0.445,20.62,1.4562,7.0,100.0,Accelerating,1.0,20.0,0.2698700428009033,,,,,
26.744,1.538,41.131,3.218,20.62,2.2121,12.5,100.0,Accelerating,1.0,20.0,0.36402106285095215,,,,,
26.694,2.695,71.971,9.477,20.62,2.6271,17.5,100.0,Accelerating,1.0,20.0,0.47426509857177734,,,,,
26.634,4.171,113.99,19.354,20.62,3.3,23.0,100.0,Accelerating,1.0,20.0,0.5716180801391602,,,,,
26.591,5.347,142.199,32.517,20.62,3.1034,28.0,100.0,Accelerating,1.0,20.0,0.6747128963470459,,,,,
26.541,6.742,178.953,49.329,20.62,3.3,33.0,100.0,Accelerating,1.0,20.0,0.7856497764587402,,,,,
26.5,7.666,203.131,69.166,20.75,3.3,38.5,100.0,Accelerating,1.0,20.0,0.8821859359741211,,,,,
26.462,8.686,229.815,91.799,20.87,3.3,43.5,100.0,Accelerating,1.0,20.0,0.986567497253418,,,,,
26.419,9.535,251.94,117.143,20.87,3.3,49.0,100.0,Accelerating,1.0,20.0,1.1005523204803467,,,,,
26.384,10.478,276.481,144.945,21.0,3.3,54.0,100.0,Accelerating,1.0,20.0,1.2062022686004639,,,,,
26.337,11.626,306.16,175.281,21.12,3.3,59.5,100.0,Accelerating,1.0,20.0,1.3067922592163086,,,,,
26.297,12.562,330.335,208.251,21.25,3.3,64.5,100.0,Accelerating,1.0,20.0,1.4131669998168945,,,,,
26.256,13.68,359.092,244.27,21.37,3.3,69.5,100.0,Accelerating,1.0,20.0,1.5138309001922607,,,,,
26.2,15.048,394.236,283.53,21.62,3.3,75.0,100.0,Accelerating,1.0,20.0,1.615440845489502,,,,,
26.178,15.619,408.828,326.047,21.75,3.3,80.5,100.0,Accelerating,1.0,20.0,1.7279787063598633,,,,,
26.097,17.381,453.612,371.743,22.0,3.3,85.5,100.0,Accelerating,1.0,20.0,1.8286726474761963,,,,,
,,,,,,,,,,,1.8766210079193115,1783.0,2.887474,3.071762,2.142,7.31
26.053,18.806,489.941,420.18,22.25,3.3,90.5,100.0,Accelerating,1.0,20.0,1.9376308917999268,,,,,
26.025,20.023,521.107,470.669,22.37,3.3,96.0,100.0,Accelerating,1.0,20.0,2.033118486404419,,,,,
26.134,16.008,418.358,518.323,22.5,3.0083,96.0,100.0,Accelerating,1.0,20.0,2.141812324523926,,,,,
26.112,16.493,430.683,562.107,22.5,3.1453,100.0,100.0,Accelerating,1.0,20.0,2.246029853820801,,,,,
26.25,12.456,327.04,600.753,22.37,2.4385,100.0,100.0,Accelerating,1.0,20.0,2.3472115993499756,,,,,
26.319,10.958,288.389,632.947,22.12,2.1992,100.0,100.0,Accelerating,1.0,20.0,2.45530366897583,,,,,
26.391,9.456,249.546,658.706,22.0,2.2347,100.0,100.0,Accelerating,1.0,20.0,2.55745005607605,,,,,
26.431,8.34,220.451,682.176,21.87,1.785,100.0,100.0,Accelerating,1.0,20.0,2.6675665378570557,,,,,
26.472,6.593,174.521,702.036,21.75,1.7947,100.0,100.0,Accelerating,1.0,20.0,2.7694661617279053,,,,,
,,,,,,,,,,,2.817166328430176,2720.0,12.512091999999999,13.311264000000001,2.163,31.99
26.506,5.832,154.57,720.883,21.62,1.8688,100.0,100.0,Accelerating,1.0,20.0,2.868722915649414,,,,,
26.516,5.94,157.512,738.033,21.37,1.5416,100.0,100.0,Accelerating,1.0,20.0,2.9813525676727295,,,,,
26.513,5.945,157.572,753.992,21.37,1.5037,100.0,100.0,Accelerating,1.0,20.0,3.0823569297790527,,,,,
26.516,6.48,171.811,768.998,21.25,1.4788,100.0,100.0,Accelerating,1.0,20.0,3.183431386947632,,,,,
26.519,6.43,170.517,784.32,21.25,1.4417,100.0,100.0,Accelerating,1.0,20.0,3.2920775413513184,,,,,
26.506,5.491,132.842,799.603,21.12,1.436,100.0,100.0,Accelerating,1.0,20.0,3.3965916633605957,,,,,
26.538,4.836,128.318,813.274,21.12,1.4304,100.0,100.0,Accelerating,1.0,20.0,3.497711420059204,,,,,
26.553,4.726,117.656,827.566,21.12,1.4095,100.0,100.0,Accelerating,1.0,20.0,3.6078004837036133,,,,,
26.556,4.478,118.908,840.799,21.12,1.3772,100.0,100.0,Accelerating,1.0,20.0,3.709526538848877,,,,,
,,,,,,,,,,,3.764498233795166,3658.0,21.536002,22.911073999999996,2.175,55.36
26.638,3.038,61.207,854.2,21.0,1.0242,94.0,0.0,Coasting,1.0,20.0,3.816047430038452,,,,,
26.725,-0.427,11.451,855.498,20.87,0.9993,74.0,0.0,Coasting,1.0,20.0,3.9216439723968506,,,,,
26.709,0.703,18.782,856.604,20.87,0.9437,52.0,0.0,Coasting,1.0,20.0,4.027183294296265,,,,,
26.728,0.161,4.285,857.902,20.87,0.9856,32.0,0.0,Coasting,1.0,20.0,4.132350444793701,,,,,
26.731,0.166,4.406,858.578,20.87,0.909,10.0,0.0,Coasting,1.0,20.0,4.236286878585815,,,,,
26.737,0.005,0.1,858.685,20.75,0.8969,0.0,0.0,Coasting,1.0,20.0,4.341965675354004,,,,,
