Voltage,Current,Power,Energy,Temperature,MotorVoltage,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,WheelSpeed,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
28.522,0.07,2.013,678.597,17.12,-0.036,3.5885,0.0,0.0,0.0,Accelerating,1.0,20.0,0.11415600776672363,,,,,
28.522,0.07,2.013,678.812,17.12,0.144,3.8529,0.0,0.0,0.0,Accelerating,1.0,20.0,0.28572845458984375,,,,,
28.522,0.07,1.968,679.02,17.12,-0.336,3.8529,0.0,0.0,0.0,Accelerating,1.0,20.0,0.3351578712463379,,,,,
28.522,0.074,2.088,0.169,17.12,0.204,3.8701,0.0,0.0,0.0,Accelerating,1.0,20.0,0.38610172271728516,,,,,
28.5,0.42,11.99,0.684,17.12,2.542,5.2094,8.0,100.0,0.0,Accelerating,1.0,20.0,0.43337488174438477,,,,,
28.366,2.146,60.848,4.792,17.25,4.835,18.1537,19.0,100.0,0.0,Accelerating,1.0,20.0,0.45314574241638184,,,,,
28.322,2.83,80.117,11.973,17.25,5.54,18.3952,29.0,100.0,0.0,Accelerating,1.0,20.0,0.5006809234619141,,,,,
28.291,3.094,87.489,20.905,17.25,6.049,18.3319,40.0,100.0,0.0,Accelerating,1.0,20.0,0.5505571365356445,,,,,
28.25,3.708,104.729,31.242,17.25,7.518,17.8663,51.0,100.0,0.0,Accelerating,1.0,20.0,0.6431970596313477,,,,,
28.194,4.241,119.556,43.546,17.25,9.542,17.7399,61.0,100.0,0.0,Accelerating,1.0,20.0,0.7421073913574219,,,,,
28.144,5.196,146.195,57.792,17.37,9.947,19.0447,72.0,100.0,0.0,Accelerating,1.0,20.0,0.838829755783081,,,,,
28.116,5.436,152.814,73.137,17.37,8.493,18.3147,82.0,100.0,0.0,Accelerating,1.0,20.0,0.9493298530578613,,,,,
28.053,6.065,170.109,90.524,17.37,12.375,18.6653,93.0,100.0,0.0,Accelerating,1.0,20.0,1.0547261238098145,,,,,
28.038,6.288,176.314,108.902,17.37,12.315,19.0044,100.0,100.0,0.0,Accelerating,1.0,20.0,1.1590747833251953,,,,,
27.997,6.852,191.818,129.354,17.5,16.122,18.4871,100.0,100.0,0.0,Accelerating,1.0,20.0,1.2634813785552979,,,,,
27.934,7.656,213.865,150.912,17.5,12.555,17.9008,100.0,100.0,0.0,Accelerating,1.0,20.0,1.3676624298095703,,,,,
27.891,8.15,227.306,174.674,17.5,13.724,18.0043,100.0,100.0,0.0,Accelerating,1.0,20.0,1.4815433025360107,,,,,
27.862,8.561,238.361,199.572,17.62,17.621,18.924,100.0,100.0,0.0,Accelerating,1.0,20.0,1.5873470306396484,,,,,
27.816,8.916,248.086,225.116,17.62,15.567,17.4755,100.0,100.0,0.0,Accelerating,1.0,20.0,1.6915092468261719,,,,,
,,,,,,,,,,,,,1.7789959907531738,1783.0,1.5753080000000002,1.675426,4.506,8.39
27.791,9.192,255.447,251.912,17.75,15.672,15.9005,100.0,100.0,0.0,Accelerating,1.0,20.0,1.8505182266235352,,,,,
27.759,9.811,266.203,280.604,17.75,15.627,17.1249,100.0,100.0,0.0,Accelerating,1.0,20.0,1.933194875717163,,,,,
27.741,10.106,280.363,310.679,17.75,16.841,17.5904,100.0,100.0,0.0,Accelerating,1.0,20.0,2.012216329574585,,,,,
27.675,10.946,302.857,341.107,17.87,14.728,15.6246,100.0,100.0,0.0,Accelerating,1.0,20.0,2.1142873764038086,,,,,
27.666,11.184,309.311,372.541,17.87,19.959,17.1766,100.0,100.0,0.0,Accelerating,1.0,20.0,2.218068838119507,,,,,
27.65,11.126,307.674,404.229,18.0,17.861,16.5098,100.0,100.0,0.0,Accelerating,1.0,20.0,2.318458318710327,,,,,
27.631,11.395,308.331,437.445,18.0,22.327,17.5617,100.0,100.0,0.0,Accelerating,1.0,20.0,2.428945302963257,,,,,
27.622,11.467,316.665,470.039,18.12,21.368,16.6938,100.0,100.0,8.831,Accelerating,1.0,20.0,2.5286104679107666,,,,,
27.609,11.426,315.514,502.817,18.12,21.458,13.245,100.0,100.0,8.831,Accelerating,1.0,20.0,2.6327126026153564,,,,,
,,,,,,,,,,,,,2.7125818729400635,2721.0,6.098338,6.487292,4.669,33.65
27.616,11.342,313.207,535.741,18.12,22.282,15.7511,100.0,100.0,8.831,Accelerating,1.0,20.0,2.7845370769500732,,,,,
27.609,11.448,316.095,569.725,18.12,22.657,17.6594,100.0,100.0,8.831,Accelerating,1.0,20.0,2.8639230728149414,,,,,
27.612,11.374,314.009,603.64,18.12,24.126,16.9352,100.0,100.0,8.831,Accelerating,1.0,20.0,2.9571287631988525,,,,,
27.606,11.318,312.447,636.319,18.25,22.477,17.0789,100.0,100.0,8.831,Accelerating,1.0,20.0,3.0596861839294434,,,,,
27.616,11.273,311.297,669.857,18.25,24.546,14.498,100.0,100.0,8.831,Accelerating,1.0,20.0,3.1672911643981934,,,,,
27.612,11.141,307.534,702.167,18.25,24.381,16.4179,100.0,100.0,8.831,Accelerating,1.0,20.0,3.27358341217041,,,,,
27.625,11.069,305.778,734.139,18.25,24.156,14.521,100.0,100.0,8.831,Accelerating,1.0,20.0,3.374934434890747,,,,,
27.644,11.093,304.977,766.833,18.25,22.267,14.6245,100.0,100.0,8.831,Accelerating,1.0,20.0,3.476332187652588,,,,,
27.628,10.802,298.433,798.62,18.25,23.616,16.3489,100.0,100.0,8.831,Accelerating,1.0,20.0,3.5835812091827393,,,,,
,,,,,,,,,,,,,3.6588966846466064,3659.0,10.201404,10.852613999999999,4.729,57.01
27.612,11.27,311.215,831.322,18.25,25.205,17.8433,100.0,100.0,8.831,Accelerating,1.0,20.0,3.729039192199707,,,,,
