Voltage,Current,Power,Energy,Temperature,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,Phase,Repeat,CurrentLimit_A,Timestamp_s,Dyno_Timestamp_ms,Dyno_Speed_kmh,Car_Speed_kmh,Dyno_Torque_Nm,Dyno_Power_W
26.797,-0.005,0.141,870.275,20.5,0.8937,0.0,0.0,Accelerating,1.0,15.0,0.12598109245300293,,,,,
26.8,0.007,0.18,870.29,20.5,0.8889,0.0,0.0,Accelerating,1.0,15.0,0.15437912940979004,,,,,
26.8,0.002,0.04,0.0,20.5,0.8913,0.0,0.0,Accelerating,1.0,15.0,0.19602060317993164,,,,,
26.8,-0.007,0.201,0.015,20.62,0.8921,4.5,100.0,Accelerating,1.0,15.0,0.21817541122436523,,,,,
26.8,0.007,0.201,0.031,20.5,0.8889,9.5,100.0,Accelerating,1.0,15.0,0.3137986660003662,,,,,
26.8,-0.002,0.06,0.038,20.5,0.8921,15.0,100.0,Accelerating,1.0,15.0,0.4153149127960205,,,,,
26.8,0.007,0.161,0.046,20.5,0.8929,20.0,100.0,Accelerating,1.0,15.0,0.5189390182495117,,,,,
26.8,-0.005,0.141,0.054,20.62,0.8937,25.5,100.0,Accelerating,1.0,15.0,0.619596004486084,,,,,
26.8,0.005,0.1,0.061,20.5,0.8929,30.5,100.0,Accelerating,1.0,15.0,0.7238030433654785,,,,,
26.8,-0.002,0.08,0.077,20.5,0.8889,36.0,100.0,Accelerating,1.0,15.0,0.8347105979919434,,,,,
26.8,0.0,0.02,0.084,20.5,0.8873,41.0,100.0,Accelerating,1.0,15.0,0.9382586479187012,,,,,
26.8,-0.002,0.06,0.092,20.5,0.8889,46.5,100.0,Accelerating,1.0,15.0,1.0462250709533691,,,,,
26.8,0.002,0.08,0.1,20.5,0.8921,51.5,100.0,Accelerating,1.0,15.0,1.150554895401001,,,,,
26.8,0.0,0.0,0.108,20.62,0.8921,57.0,100.0,Accelerating,1.0,15.0,1.249657392501831,,,,,
26.8,0.005,0.141,0.123,20.5,0.8921,62.0,100.0,Accelerating,1.0,15.0,1.3565762042999268,,,,,
26.8,-0.002,0.06,0.131,20.5,0.8921,67.0,100.0,Accelerating,1.0,15.0,1.4597361087799072,,,,,
26.8,-0.005,0.141,0.138,20.5,0.8921,72.5,100.0,Accelerating,1.0,15.0,1.561004638671875,,,,,
26.8,0.005,0.1,0.154,20.5,0.8913,77.5,100.0,Accelerating,1.0,15.0,1.6730854511260986,,,,,
26.8,0.0,0.0,0.161,20.5,0.8905,83.0,100.0,Accelerating,1.0,15.0,1.7734825611114502,,,,,
