4147,0.110,0.065,27.082,0.544,0.00,
4564,0.129,0.065,27.108,0.528,0.00,
4756,0.114,0.058,27.087,0.546,0.00,
4918,0.129,0.058,27.082,0.542,0.00,
5080,0.119,0.061,27.094,0.542,0.00,
5242,0.119,0.050,27.098,0.542,0.00,
5404,0.114,0.050,27.104,0.542,0.00,
5566,0.121,0.056,27.109,0.539,0.00,
5727,0.118,0.059,27.106,0.536,0.00,
5889,0.125,0.056,27.086,0.541,0.00,
6051,0.114,0.058,27.096,0.542,0.00,
6212,0.114,0.052,27.093,0.544,0.00,
6394,0.116,0.059,27.096,0.538,0.00,
6556,0.127,0.059,27.099,0.541,0.00,
6718,0.121,0.059,27.098,0.546,0.00,
6882,0.127,0.050,27.104,0.542,0.00,
7044,0.116,0.056,27.106,0.542,0.00,
7206,0.119,0.061,27.084,0.542,0.00,
7368,0.116,0.052,27.111,0.536,0.00,
7530,0.121,0.058,27.098,0.542,0.00,
7692,0.123,0.056,27.111,0.536,0.00,
7854,0.118,0.061,27.101,0.539,0.00,
8036,0.127,0.058,27.093,0.538,0.00,
8198,0.116,0.058,27.111,0.539,0.00,
8360,0.119,0.061,27.118,0.542,0.00,
8522,0.127,0.058,27.106,0.546,0.00,
8689,0.118,0.056,27.111,0.539,0.00,
8852,0.121,0.059,27.106,0.545,0.00,
9014,0.121,0.056,27.104,0.538,0.00,
9178,0.119,0.067,27.116,0.539,0.00,
9340,0.121,0.052,27.111,0.544,0.00,
9502,0.131,0.056,27.108,0.544,0.00,
9674,0.118,0.056,27.123,0.534,0.00,
9836,0.118,0.050,27.106,0.542,0.00,
9998,0.125,0.054,27.109,0.536,0.00,
10160,0.119,0.058,27.114,0.539,0.00,
10322,0.125,0.058,27.109,0.546,0.00,
10484,0.125,0.056,27.114,0.535,0.00,
10646,0.110,0.056,27.118,0.539,0.00,
10808,0.089,0.058,27.103,0.535,0.00,
10970,0.138,0.065,27.087,0.536,0.00,
11132,0.147,0.054,27.104,0.569,0.00,
11314,0.136,0.054,27.111,0.542,0.00,
11478,0.129,0.056,27.106,0.542,0.00,
11640,0.127,0.061,27.101,0.541,0.00,
11802,0.125,0.059,27.114,0.544,0.00,
11964,0.118,0.063,27.101,0.538,0.00,
12126,0.129,0.048,27.103,0.539,0.00,
12288,0.118,0.058,27.116,0.542,0.00,
12450,0.108,0.029,27.106,0.518,0.00,
12612,0.112,0.069,27.120,0.534,0.00,
12774,0.123,0.054,27.108,0.535,0.00,
12951,0.118,0.052,27.101,0.529,0.00,
13112,0.119,0.054,27.121,0.548,0.00,
13278,0.121,0.054,27.114,0.535,0.00,
13440,0.112,0.071,27.113,0.549,0.00,
13603,0.123,0.050,27.140,0.548,0.00,
13766,0.121,0.041,27.118,0.548,0.00,
13928,0.123,0.031,27.120,0.556,0.00,
14090,0.121,0.052,27.136,0.562,0.00,
14252,0.116,0.052,27.121,0.552,0.00,
