3790,0.153,0.056,27.876,0.536,0.00,
4185,0.155,0.056,27.890,0.535,0.00,
4314,0.161,0.056,27.892,0.539,0.00,
4443,0.161,0.056,27.880,0.538,0.00,
4572,0.172,0.054,27.887,0.538,0.00,
4701,0.157,0.054,27.900,0.559,0.00,
4830,0.162,0.050,27.903,0.552,0.00,
4959,0.161,0.050,27.893,0.514,0.00,
5088,0.159,0.058,27.885,0.555,0.00,
5217,0.157,0.054,27.881,0.532,0.00,
5346,0.161,0.054,27.887,0.515,0.00,
5485,0.151,0.050,27.870,0.542,0.00,
5626,0.153,0.058,27.881,0.542,0.00,
5755,0.170,0.054,27.898,0.531,0.00,
5884,0.166,0.050,27.881,0.538,0.00,
6030,0.166,0.052,27.887,0.528,0.00,
6159,0.172,0.048,27.873,0.538,0.00,
6288,0.162,0.046,27.865,0.545,0.00,
6417,0.155,0.054,27.880,0.536,0.00,
6571,0.159,0.056,27.881,0.528,0.00,
6700,0.170,0.048,27.870,0.538,0.00,
6829,0.157,0.052,27.892,0.535,0.00,
6958,0.149,0.054,27.883,0.536,0.00,
7112,0.149,0.054,27.888,0.539,0.00,
7241,0.157,0.056,27.900,0.542,0.00,
7370,0.162,0.052,27.883,0.541,0.00,
7501,0.153,0.056,27.892,0.539,0.00,
7655,0.151,0.052,27.897,0.541,0.00,
7784,0.155,0.056,27.876,0.539,0.00,
7916,0.153,0.061,27.892,0.541,0.00,
8045,0.153,0.056,27.876,0.536,0.00,
8199,0.157,0.050,27.883,0.538,0.00,
8328,0.157,0.052,27.885,0.544,0.00,
8457,0.166,0.052,27.885,0.524,0.00,
8586,0.162,0.056,27.888,0.538,0.00,
8745,0.164,0.046,27.871,0.536,0.00,
8874,0.157,0.056,27.876,0.545,0.00,
9003,0.164,0.052,27.885,0.545,0.00,
9132,0.151,0.058,27.892,0.532,0.00,
9286,0.161,0.056,27.893,0.538,0.00,
9415,0.164,0.056,27.875,0.541,0.00,
9545,0.153,0.059,27.880,0.542,0.00,
9674,0.153,0.054,27.890,0.532,0.00,
9827,0.147,0.061,27.893,0.549,0.00,
9956,0.157,0.058,27.878,0.536,0.00,
10085,0.161,0.054,27.880,0.536,0.00,
10215,0.157,0.056,27.881,0.542,0.00,
10374,0.155,0.052,27.898,0.546,0.00,
10503,0.159,0.056,27.883,0.534,0.00,
10632,0.161,0.054,27.888,0.538,0.00,
10761,0.151,0.048,27.885,0.535,0.00,
10915,0.155,0.050,27.893,0.542,0.00,
11044,0.157,0.054,27.887,0.538,0.00,
11173,0.159,0.056,27.900,0.539,0.00,
11306,0.151,0.058,27.881,0.542,0.00,
